name,flexability,prom_len,pugh,basal,opn_score,numTFs_bind,dependence
AIM2,2.042007431,700.0,04_UNB,6.497932653406216,-1.1367459896224146,0,tail_independent
OAF1,9.410948222,212.0,03_TFO,4.82664635943549,-0.1397101312951143,2,tail_independent
FLC2,2.700243911,691.0,03_TFO,6.144911272026802,0.8104543920691665,6,tail_independent
ACS1,3.069238671,691.0,02_STM,3.536840032940549,0.6152692678025087,6,no_call
PEX22,2.12234613,171.0,04_UNB,4.065659593611478,-0.324573423818439,0,no_call
GPB2,1.169504966,49.0,04_UNB,4.765072004013765,-1.0762637499411305,0,tail_independent
CNE1,1.940822989,83.0,04_UNB,5.1017986511059386,0.0498638844735319,0,tail_independent
ECM1,4.735585286,120.0,04_UNB,5.879884793779632,-1.2011872259553318,0,tail_independent
BDH1,5.039244465,190.0,02_STM,5.549856646700682,-0.2481541233264064,1,tail_dependent
BDH2,7.125966504,344.0,02_STM,3.113847892419081,-0.1353443134503384,32,no_call
GDH3,6.997335534,700.0,04_UNB,1.5288853916979248,-0.8437541200608827,0,no_call
FLO9,5.260304297,,04_UNB,1.8899762542387224,,0,no_call
YAL064W,4.653253731,,02_STM,0.0,,0,no_call
YAL065C,5.330569955,,05_NoPIC,0.0,,0,not_checked
YAL066W,5.43530867,,,0.0,,0,not_checked
SEO1,7.256951265,700.0,05_NoPIC,0.0,-1.0058884537923642,0,no_call
PAU8,1.890520107,,03_TFO,0.1265048988057191,,0,no_call
YAL069W,2.265903797,,,0.0,,0,not_checked
NUP60,2.043967422,700.0,04_UNB,5.979386834179602,-0.6355096883629736,0,tail_independent
SWD1,1.803852263,174.0,04_UNB,4.7327590631975,-1.5782064463786112,0,tail_independent
RFA1,2.626095192,190.0,04_UNB,5.947583746824415,-0.8734360495185802,1,tail_independent
SEN34,2.406076679,190.0,04_UNB,4.494027793965642,-0.5103576286946874,1,tail_independent
YAR009C,,,,7.339756988120395,,0,not_checked
YAR010C,,,,5.339172713518707,,0,not_checked
BUD14,1.692728223,256.0,04_UNB,5.841721759567071,-0.0061983128460152,4,tail_independent
ADE1,4.100832959,256.0,04_UNB,7.564349334900758,-0.7081540450971646,4,tail_independent
KIN3,2.811702138,446.0,03_TFO,5.117076224606943,-1.1404251411551334,2,tail_independent
CDC15,1.685884748,700.0,04_UNB,4.327464225364233,-1.444079483186446,0,tail_independent
PAU7,3.029487875,,05_NoPIC,1.6962648344014974,,0,not_checked
YAR023C,2.670874131,700.0,05_NoPIC,1.1180096854856476,-0.6986853789716045,0,no_call
UIP3,2.748675927,700.0,04_UNB,4.858768127827911,-0.9655124674284226,0,tail_independent
YAR028W,6.686787579,193.0,04_UNB,4.103881633429351,-0.9544798581300008,0,tail_independent
YAR029W,6.57673038,5.0,02_STM,2.5065302814609223,-0.8753467072716532,1,no_call
YAR030C,2.932663779,,,0.921567780739766,,0,not_checked
PRM9,6.942868904,,05_NoPIC,3.850813486585287,,0,not_checked
MST28,4.206613472,700.0,04_UNB,4.469724657363706,-0.4148084575382142,0,no_call
YAT1,5.608567819,700.0,03_TFO,3.344230537277819,-0.8994486226151235,1,not_checked
SWH1,3.96734124,223.0,03_TFO,5.282293677017482,0.3198051296492403,0,tail_independent
YAR047C,4.629105655,,,0.0,,0,not_checked
FLO1,8.843918596,,05_NoPIC,2.088217928997549,,0,not_checked
YAR053W,3.190081339,,,0.0,,0,not_checked
YAR060C,2.547014188,,,0.0,,0,not_checked
YAR061W,,,,0.0,,0,not_checked
YAR062W,,,,0.0,,0,not_checked
YAR064W,6.414941017,,02_STM,0.0,,0,not_checked
YAR066W,4.457603945,,08_Hyper-variable,0.0,,0,no_call
YAR068W,8.487309051,,08_Hyper-variable,1.5937942461234853,,0,not_checked
YAR069C,,,,0.0,,0,not_checked
YAR070C,,,,0.0,,0,not_checked
PHO11,11.68933167,,02_STM,3.8266463594354896,,0,no_call
IMD1,5.492855119,,,0.6740472113248828,,0,not_checked
YAR075W,5.943574692,,,3.350034504734921,,0,not_checked
ECM15,2.495880679,700.0,04_UNB,7.989771610357621,-0.4452255721774643,0,tail_independent
HTB2,5.013316172,650.0,02_STM,9.72181533982726,0.4769716339540171,3,tail_dependent
HTA2,4.543184361,650.0,02_STM,10.534572152402989,0.3492746264831821,3,tail_dependent
UTP20,2.932511472,700.0,06_tRNAprox,7.457907580111224,-1.0592427577049213,1,tail_independent
PDR3,7.609168244,264.0,02_STM,3.483363518179692,0.5502285332552814,1,tail_independent
LDB7,2.208287786,264.0,02_STM,6.9797835287892775,-1.2996305040304057,1,tail_independent
SLA1,1.738630584,700.0,03_TFO,7.057389346180876,-0.5428066098235043,1,tail_independent
HIR1,6.882217297,248.0,04_UNB,3.982896207335836,-0.5641680351587546,0,tail_independent
ALK2,3.860626651,200.0,04_UNB,4.829876357498183,-1.1742138815045475,0,tail_independent
LAA2,1.548147903,200.0,04_UNB,4.17037836745169,-0.2347446835058111,0,tail_independent
SCT1,2.477201297,700.0,02_STM,5.532028206452455,-0.0260124562553238,1,tail_independent
YBL012C,2.886914982,,,0.0,,0,not_checked
FMT1,5.487520795,235.0,03_TFO,0.0,-0.3206060030535882,2,tail_independent
RRN6,1.567718476,235.0,03_TFO,5.276780723158764,-1.0281530147538929,2,tail_independent
ACH1,8.03249603,700.0,02_STM,4.964149883185424,0.8176017267171636,8,tail_independent
FUS3,5.293764821,,03_TFO,6.659719218735349,,0,tail_independent
PEP1,1.971225312,700.0,03_TFO,7.504514918546807,-0.8267724211484841,4,tail_independent
POP8,3.742068154,264.0,03_TFO,6.072205995872523,-0.9299844925122852,0,tail_independent
APN2,1.696933952,96.0,04_UNB,3.0896807652692835,-0.3019425155230646,0,tail_independent
RFT1,1.990195088,204.0,04_UNB,4.326486189157286,0.1277894936839532,1,tail_independent
HAP3,7.669926954,204.0,04_UNB,4.80977683428488,-1.5930658647202458,1,tail_independent
PIM1,2.737296429,92.0,03_TFO,6.4910363433274245,0.6284712907473402,1,tail_independent
MCM2,1.703478329,219.0,04_UNB,6.031968879704195,-0.5417837007414743,1,tail_independent
NCL1,2.996135444,127.0,03_TFO,7.40114916818109,-0.0328597817348974,0,tail_independent
RRN10,7.579903459,257.0,04_UNB,3.5678587080569923,-1.2871379896906463,0,tail_independent
LSM2,2.989089493,700.0,04_UNB,7.57037600920739,-1.3186857437073582,0,tail_independent
RPL19B,2.00748052,507.0,01_RP,11.879492836723308,-0.3563671434622097,5,tail_independent
YBL028C,3.924540019,507.0,02_STM,7.141851143072654,0.2548086274195098,5,tail_independent
YBL029W,8.25066372,700.0,04_UNB,3.984848281710277,-0.3163624441679618,23,not_checked
PET9,4.793840921,246.0,03_TFO,7.6466065212745615,0.2952540457840049,3,tail_independent
SHE1,3.922708862,160.0,03_TFO,4.474938754959879,0.3982527304090579,2,tail_independent
HEK2,4.722288723,371.0,02_STM,6.809466123372218,0.088879829574016,2,tail_independent
RIB1,5.1984204,371.0,02_STM,4.377384453250448,-0.5752986093853263,2,tail_independent
STU1,3.252271837,141.0,04_UNB,4.473514469954801,0.0869692087758124,0,tail_independent
POL12,3.524392074,45.0,04_UNB,5.058476970675957,-1.4433174857332087,0,tail_independent
YBL036C,1.599366382,214.0,03_TFO,6.926270985551462,-0.7030386591404296,1,tail_independent
APL3,2.289887891,172.0,04_UNB,5.44294144278417,0.1207791049165303,2,tail_independent
MRPL16,1.207293449,341.0,03_TFO,6.183803236320784,0.3705783803299711,0,tail_independent
URA7,5.280783944,341.0,03_TFO,7.328950617461326,-0.4683463474830152,0,tail_independent
ERD2,1.750571754,197.0,04_UNB,7.06861855472392,-0.7840054327645856,0,tail_independent
PRE7,2.452958167,700.0,02_STM,7.099987020452507,-0.8443852005427139,14,tail_independent
FUI1,7.975306168,700.0,02_STM,6.718469588540227,1.131118598411109,12,tail_independent
ECM13,7.519025228,700.0,02_STM,9.283334075090847,-0.2227743975872558,12,no_call
YBL044W,3.588921671,,03_TFO,1.5288853916979248,,0,not_checked
COR1,4.684167066,700.0,02_STM,7.490690847534532,1.229707785671474,13,tail_independent
PSY4,2.031977513,204.0,03_TFO,5.413538210295736,-1.800210614725004,1,tail_independent
EDE1,1.974729723,204.0,03_TFO,6.71475243175235,0.1848978435919894,1,tail_independent
RRT1,4.745745584,,,1.1565611877149735,,0,not_checked
MOH1,4.444377563,,05_NoPIC,0.0,,0,no_call
SEC17,1.334962238,228.0,03_TFO,7.079295343532463,0.4825506963699553,0,tail_independent
PIN4,1.630153336,228.0,03_TFO,6.698810393140237,-1.6890557096015255,0,tail_independent
SAS3,3.144730117,178.0,03_TFO,6.363847528463405,-0.7866767294182342,1,tail_independent
YBL053W,3.280654874,,,0.0,,0,not_checked
TOD6,3.472994362,341.0,04_UNB,6.019259271183689,-0.271693904831686,10,tail_independent
YBL055C,3.243809431,341.0,05_NoPIC,5.72892270279737,0.2545513822771914,10,tail_independent
PTC3,1.057676196,260.0,04_UNB,8.433198781338593,-0.4275979648883075,1,tail_independent
PTH2,2.401747834,260.0,04_UNB,6.681340286729069,-0.2760242019847858,1,tail_independent
SHP1,2.616526141,4.0,03_TFO,7.101911893215709,0.2930758944649021,0,tail_independent
IAI11,2.536626782,116.0,04_UNB,4.7327590631975,-1.5458554601596406,0,tail_independent
YEL1,2.226351134,399.0,04_UNB,4.147796562476343,-0.5267694696332716,2,tail_independent
SKT5,2.697503941,399.0,04_UNB,6.084949182037149,-0.6745438175468053,2,tail_independent
YBL062W,4.5811486,,,0.0,,0,not_checked
KIP1,4.024704645,681.0,03_TFO,3.8266463594354896,-0.5321481767919103,2,tail_independent
PRX1,3.440812181,681.0,02_STM,5.280788651336681,0.2423073513585558,2,tail_independent
YBL065W,3.789383029,,,0.8402855724063927,,0,not_checked
SEF1,2.511642245,130.0,03_TFO,3.850813486585287,-1.0363824090915594,1,not_checked
UBP13,1.821102585,280.0,04_UNB,4.724290744468913,-0.6046017500440719,0,tail_independent
PRS4,3.730811679,261.0,04_UNB,6.1789290007434285,-0.1005659365129831,0,tail_independent
AST1,3.684391581,73.0,04_UNB,4.602503051777185,-1.4550908737654185,0,tail_independent
YBL070C,8.284233017,,,0.0,,0,not_checked
YBL071C,3.753663059,73.0,04_UNB,0.111302333680341,-1.406642222535469,0,not_checked
RPS8A,4.679963332,468.0,01_RP,12.046854629136908,-0.8759367578462323,1,tail_independent
YBL073W,4.543138047,,,0.9026858627592286,,0,not_checked
AAR2,5.230168458,613.0,02_STM,0.0,-0.0508243117093076,0,tail_independent
SSA3,4.383459797,279.0,02_STM,4.650535770264604,-0.7860435774127001,0,tail_independent
ILS1,2.989781607,140.0,02_STM,9.41555385658265,-0.3047090792173232,0,tail_independent
YBL077W,2.873440138,,,4.452857277871365,,0,not_checked
ATG8,3.647901188,172.0,03_TFO,3.3441949549981533,-1.0020553912781711,1,tail_independent
NUP170,1.359954253,464.0,03_TFO,6.251853571166589,-1.5516478013737522,2,tail_independent
PET112,2.567338835,464.0,03_TFO,3.4068700015609674,-0.640767894108528,2,tail_independent
YBL081W,2.69986659,382.0,04_UNB,5.3199202120499525,-1.5039789089298328,0,tail_independent
ALG3,1.901761626,382.0,03_TFO,5.796811679088726,-0.8611253667351928,0,tail_independent
YBL083C,,382.0,,0.0,-0.8611253667351928,0,not_checked
CDC27,2.167264757,129.0,03_TFO,3.925364607543252,-1.0942224030254275,0,tail_independent
BOI1,2.312923123,700.0,03_TFO,5.761865875260372,0.2014600861407771,0,tail_independent
YBL086C,3.950576633,700.0,03_TFO,4.578349937158696,-0.2466742570620006,1,tail_independent
RPL23A,2.512618131,393.0,01_RP,11.06017270559933,0.3470744901453635,1,tail_independent
TEL1,1.653372187,73.0,04_UNB,3.9112365554869553,-0.9645860482954394,0,tail_independent
AVT5,1.497460006,33.0,04_UNB,4.165311433916745,-1.5053760431881802,0,tail_independent
MRP21,1.899761834,158.0,04_UNB,4.443730628549067,-0.5732059253479438,0,tail_independent
MAP2,1.025381166,158.0,04_UNB,8.033043450608542,-1.080624417982877,0,tail_independent
RPL32,2.09666942,596.0,01_RP,11.923241456581328,0.3249501796158451,2,tail_independent
ROX3,8.584141928,19.0,02_STM,5.949619984884079,1.3733953660164175,1,tail_independent
YBL094C,4.757679102,596.0,,0.0,1.130050269953748,2,not_checked
MRX3,2.47582343,79.0,04_UNB,4.931445297426705,-1.0394114290879433,1,tail_independent
YBL096C,3.064186221,,,9.368904409202408,,0,not_checked
BRN1,5.182903848,209.0,03_TFO,7.136479482677231,0.8707562877663673,2,tail_independent
BNA4,5.740771607,202.0,04_UNB,5.572426926071369,-0.5500691305500665,1,no_call
ATP1,3.803682704,700.0,06_tRNAprox,8.225348528916868,0.7035228172877783,0,tail_independent
YBL100C,4.317170782,,,2.99338743643754,,0,not_checked
ECM21,4.140105639,700.0,04_UNB,4.350034504734921,-0.8256711200496207,0,tail_independent
SFT2,2.546197514,220.0,04_UNB,6.7064312676919,-1.1165901839106738,1,tail_independent
RTG3,6.886873578,220.0,04_UNB,4.624302874190889,-0.042174746281276,1,tail_independent
SEA4,1.226840964,303.0,04_UNB,5.255608091687575,-0.6290590724253349,0,tail_independent
PKC1,1.892377292,124.0,04_UNB,4.849821626552772,-0.6877807458831882,2,tail_independent
SRO77,4.434121004,187.0,04_UNB,4.474938754959879,-0.608262640460989,0,tail_independent
MIX23,1.932192373,310.0,04_UNB,5.304045541365658,-1.156844037349698,0,tail_independent
YBL108W,6.894068994,,,0.0,,0,not_checked
YBL109W,2.63184934,,,1.0882179289975489,,0,not_checked
YBL111C,2.332053027,,04_UNB,0.0,,0,no_call
YBL112C,3.04257193,,08_Hyper-variable,0.1565611877149736,,0,not_checked
YBL113C,2.91102293,,04_UNB,5.362117481396526,,0,not_checked
NTH2,3.567985217,205.0,04_UNB,4.387703855253193,-0.2119630165156643,4,tail_independent
RER2,2.201816889,191.0,03_TFO,5.540725290547485,-1.4238733310924756,1,tail_independent
COQ1,1.571808616,191.0,03_TFO,5.469724657363706,-0.4314944650361108,1,tail_independent
GPI18,3.8659465,183.0,04_UNB,5.117076224606943,-0.9843678431953372,0,tail_independent
RCR1,5.58492732,183.0,04_UNB,3.996271651577848,-0.4556978987709117,0,tail_independent
UGA2,4.813482336,181.0,05_NoPIC,4.762455860373829,0.746353494659802,1,tail_independent
DSF2,2.670610588,700.0,02_STM,4.020705035082841,0.7736152138101602,4,tail_independent
FLR1,4.203801321,700.0,03_TFO,4.344230537277819,-0.3235488945752021,1,not_checked
HHF1,4.440137763,582.0,04_UNB,9.690354962671826,0.0023139002472447,3,tail_independent
HHT1,3.251803729,582.0,02_STM,9.313482448406392,-0.608775783095103,3,tail_independent
IPP1,1.901534492,700.0,03_TFO,10.229232117668078,-1.504999936422367,0,tail_independent
YBR012C,5.62371987,,,3.7886770737050752,,0,not_checked
YBR013C,2.973381982,,06_tRNAprox,4.619221305194425,,0,no_call
GRX7,4.031271063,173.0,03_TFO,6.07818369090006,-0.5877050095137708,0,tail_independent
MNN2,1.616937655,580.0,04_UNB,6.350939441055623,-0.8355104564127549,1,tail_independent
YBR016W,4.235554108,580.0,04_UNB,7.794371167948739,-0.3712165360233967,1,tail_independent
KAP104,1.929663151,517.0,03_TFO,6.580071025327223,-0.7544460539390796,1,tail_independent
GAL7,9.991346164,622.0,03_TFO,3.261263632666316,0.1817650277367333,1,no_call
GAL10,5.124052452,586.0,03_TFO,0.8402855724063927,0.3719775755499208,3,no_call
GAL1,7.87412537,586.0,03_TFO,2.0947384532259075,-0.7307799560463275,3,no_call
FUR4,5.349867614,628.0,03_TFO,4.934997005456077,1.7295760060873882,4,no_call
POA1,2.190322895,205.0,04_UNB,5.003167961656638,-0.8353187561230451,0,tail_independent
CHS3,1.918478511,700.0,04_UNB,6.342633129970204,0.4244443573915211,0,tail_independent
SCO2,2.40699002,700.0,04_UNB,4.88261097096992,-0.7249135621423743,0,tail_independent
OLA1,3.23534241,700.0,02_STM,9.10583811525698,0.3640222321140847,0,tail_independent
ETR1,2.234124211,182.0,04_UNB,6.442327825973133,-0.2762685471688186,0,tail_independent
YBR027C,4.520479994,,04_UNB,0.0,,0,not_checked
YPK3,2.400494357,195.0,04_UNB,4.8094618327372896,0.2738289707087311,0,tail_independent
CDS1,3.522367397,404.0,03_TFO,8.342413474902271,-1.1483948254046483,0,tail_independent
RKM3,1.641874708,404.0,03_TFO,8.538421913324095,-0.7522848645290843,0,tail_independent
RPL4A,2.606822493,144.0,01_RP,10.934638317250332,-1.306082864118932,0,tail_independent
YBR032W,8.559774287,,02_STM,1.1038816334293513,,0,not_checked
EDS1,3.025999287,,02_STM,2.4940277939656417,,0,no_call
HMT1,3.891897924,172.0,03_TFO,7.112179224280802,-0.2184801915341641,0,tail_independent
PDX3,3.194250237,700.0,03_TFO,7.307881891201625,-0.21260947995526,1,tail_independent
CSG2,1.707792297,134.0,04_UNB,5.673180429718705,0.5333771584249973,1,tail_independent
SCO1,3.559059431,358.0,02_STM,5.131389927624652,-0.657817490150137,4,tail_independent
CHS2,3.660254939,358.0,02_STM,5.8416137265308725,1.681124608880653,4,tail_independent
ATP3,3.66315376,521.0,03_TFO,6.951346250741569,-0.8762057919208424,2,tail_independent
FIG1,5.46506746,,03_TFO,1.3035894685124887,,0,no_call
FAT1,1.608344032,700.0,04_UNB,5.735510991919147,-0.717622401292215,0,tail_independent
CST26,1.304966009,85.0,04_UNB,4.950096052123511,-0.3191125960773409,0,tail_independent
QDR3,5.934655215,194.0,03_TFO,5.009030621990106,-0.4168895776810091,6,tail_independent
TCM62,2.023554517,700.0,04_UNB,4.763719247565798,0.5607138125854032,0,tail_independent
GIP1,4.933672902,6.0,03_TFO,2.294443729048334,-0.2441927351427129,1,no_call
ZTA1,5.031963477,269.0,02_STM,3.4258097283167137,-0.234408490222636,3,tail_independent
FMP23,8.619619444,269.0,02_STM,2.963916109772578,-0.2541014576073976,3,tail_independent
RPS11B,2.460562504,352.0,01_RP,10.440506448334467,0.4230310261667132,2,tail_independent
REB1,4.320609865,280.0,02_STM,4.481402133382487,0.5899959615652648,5,tail_independent
REG2,7.859771463,276.0,03_TFO,0.6187520722627633,0.1189371623547028,6,no_call
YBR051W,4.55911841,,,0.0,,0,not_checked
RFS1,3.343102363,193.0,04_UNB,7.070884457001978,0.0499616609580693,0,tail_independent
YBR053C,2.324350672,700.0,03_TFO,5.849625955389376,-0.1230426495324366,3,tail_independent
YRO2,11.3992585,700.0,02_STM,4.964149883185424,-0.1352909009320848,6,tail_dependent
PRP6,1.500871944,536.0,06_tRNAprox,5.473658008180524,-0.5724798764899672,0,tail_independent
YBR056W,2.448251927,536.0,06_tRNAprox,5.593794246123485,0.9371451550291852,0,tail_independent
MUM2,2.36924152,269.0,04_UNB,4.625517563399851,0.4061417471649688,1,tail_independent
UBP14,1.183974196,114.0,04_UNB,6.256587405103222,-0.4281952699725604,0,tail_independent
AKL1,1.268311201,270.0,03_TFO,6.476733067390335,-0.0794672968834158,1,tail_independent
ORC2,1.485678448,700.0,02_STM,5.13347882996218,-0.4142530222192473,0,tail_independent
TRM7,2.711835695,137.0,04_UNB,6.017589750022655,-0.6269557770386847,0,tail_independent
YBR062C,4.414113218,301.0,04_UNB,5.182586823659444,-0.9947814568559216,2,tail_independent
YBR063C,2.587349137,7.0,03_TFO,4.387703855253193,-0.1163872494663094,0,tail_independent
YBR064W,5.181587269,,,0.0,,0,not_checked
ECM2,2.685806401,218.0,03_TFO,0.1449112720268026,-0.2298173115681034,2,tail_independent
NRG2,6.787089297,700.0,02_STM,5.277335334469404,-0.4197161642815947,20,tail_independent
TIP1,10.61065187,700.0,02_STM,8.402226755454286,-0.4302867448786349,9,tail_independent
BAP2,8.388464757,683.0,02_STM,7.530162708308945,0.3500382929745189,26,tail_dependent
TAT1,6.612609346,640.0,02_STM,6.672598537163285,0.2871120549526536,6,tail_independent
ALG14,3.794113298,367.0,02_STM,4.982896207335836,-0.6436376635869827,3,tail_independent
YBR071W,3.252243818,367.0,02_STM,4.504718264548127,0.7429414391309743,3,tail_dependent
HSP26,8.531723462,640.0,05_NoPIC,3.0342588044732683,-0.4420473731668908,13,no_call
RDH54,2.710854157,302.0,03_TFO,6.350034504734921,-0.9419391672632892,0,tail_independent
PFF1,2.839577846,285.0,04_UNB,4.998545397752941,-0.2757668127113595,0,tail_independent
ECM8,5.404363849,,03_TFO,0.0,,0,no_call
SLM4,2.096310048,608.0,02_STM,5.503619756459101,0.5429146132450828,4,tail_independent
ECM33,2.922190496,608.0,02_STM,9.375380897851116,0.6607275445862104,4,tail_dependent
RPG1,2.60429518,184.0,04_UNB,8.612190848652762,-1.1395614588991505,0,tail_independent
SEC18,1.329205636,213.0,03_TFO,5.96912438042006,-0.5730158061958042,3,tail_independent
SPT7,1.952212122,700.0,03_TFO,5.1497360218932045,0.207751310577815,0,no_call
UBC4,2.027845194,700.0,02_STM,8.905413814215873,-0.6428734447120581,2,tail_independent
TEC1,8.146559458,700.0,02_STM,6.3537823489611,0.3616520746432234,3,tail_independent
MIS1,4.236795178,329.0,03_TFO,7.986456753064451,-1.0711910220270973,0,tail_independent
AAC3,7.192956449,624.0,02_STM,2.9918325022821235,1.5235716972923337,3,tail_independent
IST2,2.313343734,421.0,04_UNB,6.865751152057837,-1.049486295601353,0,tail_independent
RFC5,2.131527859,421.0,04_UNB,5.889976254238722,-0.3969781061264603,0,tail_independent
POL30,5.444193272,211.0,04_UNB,7.134937784873226,0.1899984986582312,1,tail_independent
YBR089W,4.19273172,,,0.0,,0,not_checked
YBR090C,3.508725306,,03_TFO,4.072610864201541,,0,no_call
TIM12,3.787968366,122.0,03_TFO,5.9774390954890615,-1.595356393036739,1,tail_independent
PHO3,6.164697095,354.0,02_STM,8.07818369090006,0.4440292498947853,1,tail_independent
PHO5,13.03173696,700.0,04_UNB,4.528885391697925,-0.3487746661266095,1,tail_dependent
PBY1,2.604442171,700.0,04_UNB,5.536759145002452,-0.6324553830780575,1,tail_independent
RXT2,1.337054023,237.0,03_TFO,4.666158632165181,0.2477749030395948,1,tail_independent
YBR096W,2.561626265,237.0,03_TFO,7.006933713456102,-1.0700694428560498,1,tail_independent
VPS15,1.250394848,128.0,04_UNB,3.535278207912599,-0.6176959611488604,0,tail_independent
MMS4,2.285891475,203.0,04_UNB,3.002421912227276,-0.1509766095760527,0,tail_independent
YBR099C,2.616856479,3.0,,2.0916389897565075,-1.3444983825384478,7,not_checked
FES1,1.946160827,209.0,02_STM,5.868355521790858,-1.3748027409691987,3,tail_independent
EXO84,1.684223646,156.0,04_UNB,5.103881633429351,-1.1551244807331311,0,tail_independent
SIF2,2.025155645,156.0,04_UNB,5.127123366055159,-0.8073451234198954,0,tail_independent
YMC2,4.794408527,220.0,03_TFO,6.483956412535267,-0.4007304036314121,1,tail_independent
VID24,3.429286761,619.0,02_STM,3.922342561172585,1.0188911852316505,5,tail_dependent
SND3,3.501346902,619.0,02_STM,8.836540622192679,0.0842114851392077,5,tail_independent
IML3,3.171449772,191.0,04_UNB,5.21184917836757,-0.7348440277449342,0,tail_independent
AIM3,2.327942351,191.0,04_UNB,5.352321967081955,-0.7898332071837695,0,tail_independent
CMD1,1.583065439,406.0,03_TFO,9.082147092583876,-1.3689420597731132,1,tail_independent
ALG1,2.334338098,406.0,03_TFO,5.615992806352271,-0.6417627489578104,1,tail_independent
YSA1,3.215846021,221.0,04_UNB,7.572948382649638,-0.4325009835173663,1,tail_independent
