,chr_loc,start,stop,name,prom_lengths
398,2.0,602512.0,603636.0,GDT1,700.0
399,2.0,604182.0,603502.0,NTC20,300.0
400,2.0,604482.0,605573.0,RPS9B,300.0
401,2.0,604485.0,607283.0,YBR190W,3.0
402,2.0,606248.0,607251.0,RPL21A,675.0
403,2.0,607452.0,609042.0,RIM2,169.0
404,2.0,609788.0,608750.0,MED8,181.0
405,2.0,609969.0,610595.0,AIM4,181.0
406,2.0,611925.0,610490.0,MSI1,144.0
407,2.0,613937.0,612069.0,PGI1,700.0
408,2.0,615884.0,614746.0,YBR197C,159.0
409,2.0,618601.0,616043.0,TAF5,209.0
410,2.0,618810.0,620431.0,KTR4,209.0
411,2.0,620809.0,622749.0,BEM1,378.0
412,2.0,623440.0,624335.0,DER1,691.0
413,2.0,625728.0,628486.0,MCM7,700.0
414,2.0,628941.0,631901.0,COS111,455.0
415,2.0,633425.0,632021.0,LDH1,150.0
416,2.0,633575.0,635002.0,KTR3,150.0
417,2.0,633575.0,635002.0,YBR206W,150.0
418,2.0,635092.0,636657.0,FTH1,90.0
419,2.0,642673.0,636585.0,"DUR1,2",700.0
421,2.0,645514.0,645991.0,ERV15,700.0
422,2.0,647241.0,646025.0,AME1,239.0
423,2.0,647480.0,650110.0,NGR1,239.0
424,2.0,650298.0,651388.0,MET8,188.0
425,2.0,651336.0,653190.0,SDS24,700.0
426,2.0,653319.0,655425.0,HPC2,129.0
427,2.0,657630.0,655292.0,YBP1,138.0
428,2.0,657768.0,658701.0,ATG12,138.0
429,2.0,662313.0,658577.0,PYC2,446.0
431,2.0,664737.0,662759.0,YBR220C,176.0
432,2.0,666456.0,664913.0,PDB1,151.0
433,2.0,668391.0,666607.0,PCS60,25.0
434,2.0,670317.0,668416.0,TDP1,700.0
438,2.0,675192.0,673499.0,MCX1,109.0
439,2.0,675301.0,676358.0,SLX1,109.0
440,2.0,679228.0,676227.0,ROT2,161.0
441,2.0,680078.0,679389.0,OM14,236.0
442,2.0,683147.0,682140.0,SWC5,202.0
444,2.0,683349.0,684819.0,PBP2,202.0
445,2.0,686638.0,685362.0,ARC40,182.0
446,2.0,686820.0,690358.0,VHC1,182.0
447,2.0,691731.0,690232.0,ABD1,188.0
448,2.0,691919.0,694611.0,PRP5,188.0
449,2.0,697393.0,694593.0,YBR238C,700.0
450,2.0,700093.0,698243.0,ERT1,308.0
451,2.0,702409.0,700401.0,THI2,124.0
452,2.0,704089.0,702533.0,YBR241C,427.0
453,2.0,704516.0,705455.0,YBR242W,427.0
454,2.0,706837.0,705291.0,ALG7,649.0
455,2.0,707486.0,708136.0,GPX2,649.0
456,2.0,711393.0,708113.0,ISW1,161.0
457,2.0,711554.0,712881.0,RRT2,161.0
458,2.0,714479.0,712887.0,ENP1,248.0
459,2.0,716528.0,714727.0,HIS7,237.0
460,2.0,718084.0,716765.0,ARO4,249.0
461,2.0,718333.0,720629.0,SPO23,249.0
462,2.0,721349.0,722394.0,MRPS5,700.0
463,2.0,722593.0,723126.0,DUT1,199.0
464,2.0,723216.0,723663.0,SRB6,90.0
465,2.0,724271.0,723593.0,TRS20,149.0
466,2.0,724420.0,726683.0,MTC4,149.0
467,2.0,728110.0,727331.0,RIB5,700.0
468,2.0,728836.0,729781.0,POP4,700.0
469,2.0,730195.0,729662.0,SHG1,146.0
470,2.0,730341.0,732521.0,YBR259W,146.0
471,2.0,734648.0,732508.0,RGD1,56.0
472,2.0,735555.0,734704.0,TAE1,49.0
473,2.0,736081.0,735604.0,MIC12,143.0
474,2.0,736224.0,737790.0,SHM1,143.0
475,2.0,738394.0,737729.0,YPT10,152.0
476,2.0,738546.0,739677.0,TSC10,152.0
478,2.0,739824.0,741142.0,REI1,147.0
479,2.0,741281.0,741713.0,MRPL37,139.0
480,2.0,742597.0,742004.0,SDH8,126.0
481,2.0,744670.0,742723.0,BIT2,156.0
482,2.0,744826.0,746209.0,EFM2,156.0
483,2.0,747810.0,746172.0,HSM3,153.0
484,2.0,749402.0,747963.0,UBX7,142.0
485,2.0,749544.0,751216.0,CHK1,142.0
486,2.0,757241.0,751265.0,RIF1,309.0
487,2.0,760138.0,757550.0,PPS1,134.0
489,2.0,760272.0,760991.0,DPB3,134.0
490,2.0,761224.0,762721.0,PAF1,233.0
491,2.0,764720.0,762601.0,SAF1,124.0
492,2.0,767647.0,764844.0,DUG2,555.0
493,2.0,768202.0,768768.0,MRPL27,555.0
494,2.0,770559.0,768798.0,SSH1,333.0
495,2.0,770892.0,773780.0,YBR284W,333.0
496,2.0,773780.0,774372.0,YBR285W,700.0
497,2.0,774672.0,776380.0,APE3,300.0
498,2.0,776534.0,777968.0,YBR287W,154.0
499,2.0,779498.0,777922.0,APM3,147.0
500,2.0,779645.0,782436.0,SNF5,147.0
501,2.0,782578.0,783660.0,BSD2,142.0
502,2.0,784608.0,783612.0,CTP1,700.0
504,2.0,787093.0,788661.0,VBA2,700.0
506,2.0,792798.0,796606.0,PCA1,700.0
507,2.0,798588.0,796558.0,PHO89,700.0
508,2.0,800484.0,802171.0,MAL33,700.0
509,2.0,804872.0,802538.0,MAL31,700.0
514,3.0,111890.0,112563.0,RER1,188.0
515,3.0,111702.0,110655.0,YCL002C,188.0
516,3.0,109027.0,110747.0,PGS1,99.0
517,3.0,107981.0,108928.0,LDB16,458.0
519,3.0,106861.0,105564.0,STP22,137.0
520,3.0,105572.0,104471.0,ILV6,700.0
521,3.0,104370.0,102070.0,SGF29,101.0
522,3.0,103396.0,101965.0,GBP2,700.0
523,3.0,96186.0,101258.0,BUD3,391.0
524,3.0,95795.0,94479.0,DCC1,391.0
525,3.0,94372.0,92636.0,NFS1,107.0
526,3.0,91296.0,92494.0,LEU2,700.0
531,3.0,79106.0,82322.0,KCC4,700.0
532,3.0,77945.0,75936.0,AGP1,700.0
534,3.0,70118.0,71495.0,RNQ1,147.0
535,3.0,69971.0,68353.0,BIK1,147.0
536,3.0,68393.0,65827.0,HIS4,700.0
537,3.0,65601.0,64573.0,RRP7,226.0
538,3.0,63388.0,64580.0,STE50,95.0
539,3.0,63293.0,62705.0,MXR2,95.0
540,3.0,61608.0,62798.0,LSB5,406.0
541,3.0,61202.0,60747.0,GRX1,406.0
542,3.0,58988.0,60822.0,GFD2,243.0
543,3.0,58745.0,56801.0,SRO9,243.0
544,3.0,56586.0,54863.0,ATG22,215.0
545,3.0,52625.0,54924.0,GID7,107.0
546,3.0,50809.0,52518.0,GLK1,414.0
548,3.0,50395.0,52518.0,YCL042W,137.0
549,3.0,50258.0,48557.0,PDI1,137.0
550,3.0,48417.0,46937.0,MGR1,140.0
551,3.0,46945.0,44562.0,EMC1,700.0
553,3.0,44448.0,43572.0,POF1,114.0
555,3.0,40779.0,39648.0,YCL049C,638.0
556,3.0,38863.0,37722.0,APA1,700.0
557,3.0,35585.0,37731.0,LRE1,149.0
558,3.0,35436.0,33973.0,PBN1,149.0
559,3.0,31429.0,34078.0,SPB1,700.0
560,3.0,27904.0,29111.0,KAR4,521.0
561,3.0,27383.0,26910.0,PEX34,521.0
562,3.0,24760.0,27012.0,PRD1,407.0
564,3.0,23404.0,22323.0,KRR1,158.0
565,3.0,22172.0,18649.0,MRC1,151.0
566,3.0,17250.0,18714.0,VAC17,351.0
567,3.0,16899.0,15702.0,CHA1,351.0
578,3.0,118403.0,117295.0,CDC10,195.0
579,3.0,118598.0,119276.0,MRPL32,195.0
580,3.0,120424.0,119390.0,YCP4,376.0
581,3.0,122385.0,120800.0,CIT2,700.0
583,3.0,127386.0,125931.0,YCR007C,641.0
584,3.0,128027.0,130550.0,SAT4,641.0
585,3.0,131595.0,130643.0,RVS161,496.0
586,3.0,133236.0,132091.0,ADY2,431.0
587,3.0,137005.0,133667.0,ADP1,700.0
588,3.0,137706.0,139154.0,PGK1,700.0
590,3.0,141096.0,139176.0,POL4,40.0
591,3.0,142200.0,141136.0,CTO1,700.0
592,3.0,143608.0,144675.0,YCR016W,700.0
593,3.0,147663.0,144583.0,CWH43,700.0
595,3.0,152699.0,154042.0,MAK32,700.0
596,3.0,155105.0,153935.0,PET18,5.0
597,3.0,157214.0,155931.0,HSP30,700.0
598,3.0,158029.0,157141.0,YCR022C,268.0
599,3.0,160450.0,158297.0,YCR023C,152.0
600,3.0,162241.0,160602.0,SLM5,168.0
601,3.0,165446.0,163362.0,YCR025C,700.0
602,3.0,166413.0,163896.0,NPP1,324.0
603,3.0,168174.0,166737.0,RHB1,700.0
604,3.0,172542.0,170628.0,FEN2,216.0
605,3.0,176523.0,173653.0,SYP1,700.0
606,3.0,178241.0,177399.0,RPS14A,700.0
607,3.0,179414.0,186054.0,BPH1,700.0
608,3.0,186286.0,190334.0,SNT1,232.0
609,3.0,190566.0,191802.0,ELO2,232.0
610,3.0,193038.0,191689.0,RRP43,250.0
611,3.0,193288.0,194381.0,RBK1,250.0
612,3.0,197234.0,194318.0,PHO87,700.0
617,3.0,205418.0,201157.0,TAF2,677.0
618,3.0,206677.0,206095.0,YCR043C,111.0
619,3.0,207957.0,206788.0,PER1,177.0
621,3.0,210429.0,209808.0,IMG1,88.0
622,3.0,211625.0,210517.0,BUD23,250.0
623,3.0,211875.0,213976.0,ARE1,250.0
626,3.0,214047.0,214871.0,YCR051W,71.0
627,3.0,214961.0,216655.0,RSC6,90.0
628,3.0,216653.0,218327.0,THR4,700.0
629,3.0,220137.0,218196.0,CTR86,207.0
630,3.0,223290.0,220344.0,PWP2,700.0
631,3.0,224247.0,223273.0,YIH1,135.0
632,3.0,224382.0,224750.0,TAH1,135.0
633,3.0,225538.0,227816.0,YCR061W,700.0
634,3.0,228296.0,229272.0,BUD31,205.0
635,3.0,228509.0,228091.0,YCR064C,644.0
636,3.0,229153.0,231334.0,HCM1,644.0
637,3.0,231450.0,233126.0,RAD18,116.0
638,3.0,236441.0,233049.0,SED4,647.0
639,3.0,237088.0,240132.0,ATG15,647.0
640,3.0,238908.0,240132.0,CPR4,700.0
641,3.0,240580.0,240024.0,IMG2,121.0
642,3.0,242378.0,240701.0,RSA4,138.0
643,3.0,246648.0,242516.0,SSK22,297.0
644,3.0,248825.0,247889.0,ERS1,136.0
645,3.0,250062.0,249189.0,FUB1,40.0
646,3.0,252670.0,250102.0,PAT1,148.0
647,3.0,252818.0,254299.0,PTC6,148.0
648,3.0,254325.0,258845.0,SRB8,26.0
649,3.0,258853.0,259376.0,AHC2,8.0
650,3.0,259543.0,260084.0,TRX3,167.0
651,3.0,262677.0,260160.0,TUP1,665.0
653,3.0,263342.0,264017.0,CSM1,665.0
655,3.0,265026.0,266979.0,ABP1,523.0
656,3.0,267149.0,272293.0,FIG2,170.0
657,3.0,272900.0,272240.0,YCR090C,700.0
658,3.0,274343.0,276681.0,KIN82,700.0
659,3.0,279856.0,276558.0,MSH3,189.0
660,3.0,280045.0,286525.0,CDC39,189.0
661,3.0,286709.0,288211.0,CDC50,184.0
662,3.0,289296.0,288114.0,OCA4,182.0
665,3.0,298664.0,296791.0,GIT1,700.0
666,3.0,303007.0,300566.0,YCR099C,3.0
667,3.0,303010.0,300566.0,EMA35,700.0
669,3.0,305537.0,304099.0,YCR102C,700.0
672,3.0,310936.0,314561.0,RDS1,8.0
673,3.0,310928.0,315306.0,AAD3,700.0
674,4.0,447910.0,449392.0,RMD1,258.0
675,4.0,447652.0,446682.0,NHP10,258.0
676,4.0,444599.0,446490.0,MCD1,700.0
