,Start,End,Chromosome,Strand,Name,motif_middle,start_sig,stop_sig
114,132881,132887,5,+,GLC3,132884,132784,132984
115,131066,131072,5,+,UBC8,131069,130969,131169
116,80255,80261,5,+,UTR4,80258,80158,80358
117,75470,75474,5,+,YEF1,75472,75372,75572
118,69177,69183,5,+,IES6,69180,69080,69280
119,13061,13067,5,+,RMD6,13064,12964,13164
120,281042,281048,5,+,THO1,281045,280945,281145
121,306121,306127,5,+,RPS24A,306124,306024,306224
122,355245,355251,5,+,UBP9,355248,355148,355348
123,409658,409664,5,+,RSP5,409661,409561,409761
124,456184,456190,5,+,DDI1,456187,456087,456287
125,461989,461995,5,+,LSM5,461992,461892,462092
126,522900,522906,5,+,RPH1,522903,522803,523003
127,545332,545338,5,+,BMH1,545335,545235,545435
128,548237,548243,5,+,DMC1,548240,548140,548340
129,548755,548761,5,+,DMC1,548758,548658,548858
130,565437,565443,5,+,YER187W,565440,565340,565540
131,84799,84805,5,-,ANP1,84802,84702,84902
132,80255,80261,5,-,CYC7,80258,80158,80358
133,69177,69183,5,-,GLY1,69180,69080,69280
134,42106,42112,5,-,PRB1,42109,42009,42209
135,242270,242276,5,-,ACA1,242273,242173,242373
136,264388,264394,5,-,GIP2,264391,264291,264491
137,281042,281048,5,-,GPP2,281045,280945,281145
138,311711,311717,5,-,PTP3,311714,311614,311814
139,311939,311945,5,-,PTP3,311942,311842,312042
140,327150,327156,5,-,GET2,327153,327053,327253
141,386336,386342,5,-,SWI4,386339,386239,386439
142,409658,409664,5,-,DSE1,409661,409561,409761
143,456184,456190,5,-,MAG1,456187,456087,456287
144,461989,461995,5,-,FTR1,461992,461892,462092
145,492355,492361,5,-,BUR6,492358,492258,492458
146,522900,522906,5,-,CCA1,522903,522803,523003
147,270408,270414,5,-,RPL34A,270411,270311,270511
148,551313,551319,5,-,SLO1,551316,551216,551416
149,58362,58368,6,+,RPO41,58365,58265,58465
150,28083,28089,6,+,ZNF1,28086,27986,28186
151,213098,213104,6,+,MET10,213101,213001,213201
152,252153,252159,6,+,RPN12,252156,252056,252256
153,225122,225128,6,+,YFR034W-A,225125,225025,225225
154,55235,55241,6,-,ACT1,55238,55138,55338
155,174032,174038,6,-,CMK1,174035,173935,174135
156,176731,176737,6,-,GSY1,176734,176634,176834
157,181119,181125,6,-,AIP5,181122,181022,181222
158,183077,183083,6,-,IGD1,183080,182980,183180
159,183353,183359,6,-,IGD1,183356,183256,183456
160,225122,225128,6,-,QCR6,225125,225025,225225
161,252153,252159,6,-,RET2,252156,252056,252256
162,255771,255777,6,-,HXK1,255774,255674,255874
163,255771,255777,6,-,YFR052C-A,255774,255674,255874
164,428241,428247,7,+,YGL036W,428244,428144,428344
165,413216,413222,7,+,RIM8,413219,413119,413319
166,384948,384954,7,+,PYC1,384951,384851,385051
167,358457,358463,7,+,MPC1,358460,358360,358560
168,337717,337723,7,+,NUP145,337720,337620,337820
169,324670,324676,7,+,TOS8,324673,324573,324773
170,288299,288305,7,+,YGL117W,288302,288202,288402
171,229902,229908,7,+,TIP20,229905,229805,230005
172,206450,206456,7,+,RCK1,206453,206353,206553
173,197368,197374,7,+,SUT1,197371,197271,197471
174,197520,197526,7,+,SUT1,197523,197423,197623
175,95495,95501,7,+,MIG2,95498,95398,95598
176,56091,56097,7,+,"ADE5,7",56094,55994,56194
177,49080,49086,7,+,CSE1,49083,48983,49183
178,23332,23338,7,+,HXK2,23335,23235,23435
179,511194,511200,7,+,NMA2,511197,511097,511297
180,511194,511200,7,+,YGR011W,511197,511097,511297
181,528672,528678,7,+,MTL1,528675,528575,528775
182,546292,546298,7,+,IMO32,546295,546195,546395
183,584655,584661,7,+,TAM41,584658,584558,584758
184,677797,677803,7,+,ASK10,677800,677700,677900
185,677845,677851,7,+,ASK10,677848,677748,677948
186,767018,767024,7,+,CBF2,767021,766921,767121
187,779914,779920,7,+,THI4,779917,779817,780017
188,909010,909016,7,+,TDA10,909013,908913,909113
189,942300,942306,7,+,AZR1,942303,942203,942403
190,977016,977022,7,+,MPC3,977019,976919,977119
191,1000287,1000293,7,+,ENO1,1000290,1000190,1000390
192,1069608,1069614,7,+,MAL13,1069611,1069511,1069711
193,809680,809686,7,+,YGR161W-C,809683,809583,809783
194,810086,810092,7,+,YGR161W-C,810089,809989,810189
195,433521,433527,7,-,MIG1,433524,433424,433624
196,428241,428247,7,-,PNC1,428244,428144,428344
197,419249,419255,7,-,YGL041C,419252,419152,419352
198,229902,229908,7,-,RRT6,229905,229805,230005
199,228862,228868,7,-,RPL9A,228865,228765,228965
200,197152,197158,7,-,RAD54,197155,197055,197255
201,56091,56097,7,-,MTO1,56094,55994,56194
202,511194,511200,7,-,SEC9,511197,511097,511297
203,546292,546298,7,-,POP6,546295,546195,546395
204,557849,557855,7,-,YGR035C,557852,557752,557952
205,581735,581741,7,-,NQM1,581738,581638,581838
206,584655,584661,7,-,RME1,584658,584558,584758
207,766380,766386,7,-,TPO2,766383,766283,766483
208,809680,809686,7,-,RTS3,809683,809583,809783
209,810086,810092,7,-,RTS3,810089,809989,810189
210,859668,859674,7,-,QCR9,859671,859571,859771
211,942300,942306,7,-,HSV2,942303,942203,942403
212,977016,977022,7,-,YAP1802,977019,976919,977119
213,979561,979567,7,-,LSC2,979564,979464,979664
214,1011343,1011349,7,-,RAD2,1011346,1011246,1011446
215,1065197,1065203,7,-,BIO2,1065200,1065100,1065300
216,1069273,1069279,7,-,IMA1,1069276,1069176,1069376
217,1069608,1069614,7,-,IMA1,1069611,1069511,1069711
218,1076304,1076310,7,-,MAL11,1076307,1076207,1076407
219,149144,149150,7,-,YGL188C-A,149147,149047,149247
220,419249,419255,7,-,YGL041C-B,419252,419152,419352
221,1038894,1038900,7,-,EFG1,1038897,1038797,1038997
222,56351,56357,8,+,RIM4,56354,56254,56454
223,207360,207366,8,+,SMF2,207363,207263,207463
224,209429,209435,8,+,COX6,209432,209332,209532
225,236479,236485,8,+,PCL5,236482,236382,236582
226,380031,380037,8,+,YHR140W,380034,379934,380134
227,84227,84233,8,-,ETP1,84230,84130,84330
228,66107,66113,8,-,AIM17,66110,66010,66210
229,38582,38588,8,-,GUT1,38585,38485,38685
230,148946,148952,8,-,RPS27B,148949,148849,149049
231,193733,193739,8,-,DOG2,193736,193636,193836
232,218945,218951,8,-,CPR2,218948,218848,219048
233,289271,289277,8,-,HXT4,289274,289174,289374
234,367337,367343,8,-,YHR130C,367340,367240,367440
235,374552,374558,8,-,YCK1,374555,374455,374655
236,380031,380037,8,-,SPS100,380034,379934,380134
237,236479,236485,8,-,YHR069C-A,236482,236382,236582
238,489745,489751,8,-,YHR193C-A,489748,489648,489848
239,270791,270797,9,+,PIG2,270794,270694,270894
240,254585,254591,9,+,GPP1,254588,254488,254688
241,183468,183474,9,+,PRK1,183471,183371,183571
242,130129,130135,9,+,POG1,130132,130032,130232
243,36886,36892,9,+,SUC2,36889,36789,36989
244,36980,36986,9,+,SUC2,36983,36883,37083
245,384390,384396,9,+,YAP5,384393,384293,384493
246,254585,254591,9,-,YIL055C,254588,254488,254688
247,183468,183474,9,-,BMT5,183471,183371,183571
248,138653,138659,9,-,RPI1,138656,138556,138756
249,53843,53849,9,-,GUT2,53846,53746,53946
250,384390,384396,9,-,MET28,384393,384293,384493
251,407357,407363,9,-,DAL1,407360,407260,407460
252,337751,337757,10,+,TDH1,337754,337654,337854
253,160134,160140,10,+,MRS3,160137,160037,160237
254,79995,80001,10,+,MNN5,79998,79898,80098
255,75699,75705,10,+,RPL39,75702,75602,75802
256,60647,60653,10,+,PHO90,60650,60550,60750
257,617675,617681,10,+,RSM26,617678,617578,617778
258,639551,639557,10,+,YJR115W,639554,639454,639654
259,639724,639730,10,+,YJR115W,639727,639627,639827
260,667463,667469,10,+,MNS1,667466,667366,667566
261,398477,398483,10,-,PET130,398480,398380,398580
262,391318,391324,10,-,VPS53,391321,391221,391421
263,79995,80001,10,-,SWE1,79998,79898,80098
264,75699,75705,10,-,RPS22A,75702,75602,75802
265,60647,60653,10,-,MBB1,60650,60550,60750
266,617675,617681,10,-,AIM25,617678,617578,617778
267,639551,639557,10,-,RSM7,639554,639454,639654
268,639724,639730,10,-,RSM7,639727,639627,639827
269,646696,646702,10,-,JHD2,646699,646599,646799
270,667463,667469,10,-,STR2,667466,667366,667566
271,160134,160140,10,-,DPI8,160137,160037,160237
272,371627,371633,11,+,TUL1,371630,371530,371730
273,369377,369383,11,+,UGP1,369380,369280,369480
274,369626,369632,11,+,UGP1,369629,369529,369729
275,353334,353340,11,+,PRI2,353337,353237,353437
276,322563,322569,11,+,MSN4,322566,322466,322666
277,322591,322597,11,+,MSN4,322594,322494,322694
278,231570,231576,11,+,HAP4,231573,231473,231673
279,210394,210400,11,+,SSH4,210397,210297,210497
280,179603,179609,11,+,SDH3,179606,179506,179706
281,171452,171458,11,+,AVT3,171455,171355,171555
282,107022,107028,11,+,PRS1,107025,106925,107125
283,46763,46769,11,+,CBT1,46766,46666,46866
284,21574,21580,11,+,JEN1,21577,21477,21677
285,491031,491037,11,+,BCH2,491034,490934,491134
286,518969,518975,11,+,UTH1,518972,518872,519072
287,578548,578554,11,+,AIM29,578551,578451,578651
288,619521,619527,11,+,MLP1,619524,619424,619624
289,635408,635414,11,+,BAS1,635411,635311,635511
290,258782,258788,11,+,CWP2,258785,258685,258885
291,397710,397716,11,-,CDC16,397713,397613,397813
292,382333,382339,11,-,IXR1,382336,382236,382436
293,353334,353340,11,-,DCW1,353337,353237,353437
294,336291,336297,11,-,OAR1,336294,336194,336394
295,171452,171458,11,-,SDH1,171455,171355,171555
296,141179,141185,11,-,MCD4,141182,141082,141282
297,92061,92067,11,-,FAT3,92064,91964,92164
298,67870,67876,11,-,MNN4,67873,67773,67973
299,525191,525197,11,-,PLN1,525194,525094,525294
300,578548,578554,11,-,SIS2,578551,578451,578651
301,635408,635414,11,-,UBP11,635411,635311,635511
302,87026,87032,12,+,ISA1,87029,86929,87129
303,49721,49727,12,+,FPS1,49724,49624,49824
304,17841,17847,12,+,MMP1,17844,17744,17944
305,168652,168658,12,+,LOT6,168655,168555,168755
306,282641,282647,12,+,RPL10,282644,282544,282744
307,320500,320506,12,+,XDJ1,320503,320403,320603
308,368327,368333,12,+,AHP1,368330,368230,368430
309,440402,440408,12,+,STM1,440405,440305,440505
310,503854,503860,12,+,IDP2,503857,503757,503957
311,510882,510888,12,+,YLR177W,510885,510785,510985
312,510928,510934,12,+,YLR177W,510931,510831,511031
313,524491,524497,12,+,SKG3,524494,524394,524594
314,586197,586203,12,+,UCC1,586200,586100,586300
315,640580,640586,12,+,SYM1,640583,640483,640683
316,660354,660360,12,+,GSY2,660357,660257,660457
317,660362,660368,12,+,GSY2,660365,660265,660465
318,723400,723406,12,+,YLR297W,723403,723303,723503
319,728406,728412,12,+,EXG1,728409,728309,728509
320,759209,759215,12,+,MRPL15,759212,759112,759312
321,932579,932585,12,+,YLR407W,932582,932482,932682
322,17841,17847,12,-,MHT1,17844,17744,17944
323,157771,157777,12,-,CMS1,157774,157674,157874
324,193640,193646,12,-,UBR2,193643,193543,193743
325,222509,222515,12,-,YLR036C,222512,222412,222612
326,234783,234789,12,-,PDC1,234786,234686,234886
327,274028,274034,12,-,MEF1,274031,273931,274131
328,282641,282647,12,-,BUD20,282644,282544,282744
329,320500,320506,12,-,ALT1,320503,320403,320603
330,368327,368333,12,-,YLR108C,368330,368230,368430
331,440402,440408,12,-,YLR149C,440405,440305,440505
332,442823,442829,12,-,PCD1,442826,442726,442926
333,510882,510887,12,-,RFX1,510884,510784,510984
334,737897,737903,12,-,ACO1,737900,737800,738000
335,759209,759215,12,-,ATG39,759212,759112,759312
336,783775,783781,12,-,TMA10,783778,783678,783878
337,783828,783834,12,-,TMA10,783831,783731,783931
338,874984,874990,12,-,FBP1,874987,874887,875087
339,921822,921828,12,-,BDF1,921825,921725,921925
340,921836,921842,12,-,BDF1,921839,921739,921939
341,954651,954657,12,-,PUN1,954654,954554,954754
342,253563,253569,13,+,YAP1,253566,253466,253666
343,245567,245573,13,+,ERV25,245570,245470,245670
344,209201,209207,13,+,SRC1,209204,209104,209304
345,178260,178266,13,+,GSF2,178263,178163,178363
346,178298,178304,13,+,GSF2,178301,178201,178401
347,67996,68002,13,+,CAC2,67999,67899,68099
348,46439,46445,13,+,BUL2,46442,46342,46542
349,46651,46657,13,+,BUL2,46654,46554,46754
350,26206,26212,13,+,GTR1,26209,26109,26309
351,287575,287581,13,+,HXT2,287578,287478,287678
352,287657,287663,13,+,HXT2,287660,287560,287760
353,379219,379225,13,+,FAR3,379222,379122,379322
354,382998,383004,13,+,STV1,383001,382901,383101
355,396691,396697,13,+,AEP1,396694,396594,396794
356,483666,483672,13,+,ILV2,483669,483569,483769
357,497561,497567,13,+,MGR3,497564,497464,497664
358,540785,540791,13,+,GAT2,540788,540688,540888
359,558717,558723,13,+,LDO45,558720,558620,558820
360,558717,558723,13,+,LDO16,558720,558620,558820
361,654858,654864,13,+,YMR196W,654861,654761,654961
362,661928,661934,13,+,CLN1,661931,661831,662031
363,777940,777946,13,+,GFD1,777943,777843,778043
364,852160,852166,13,+,TDA1,852163,852063,852263
365,852393,852399,13,+,TDA1,852396,852296,852496
366,861743,861749,13,+,PRC1,861746,861646,861846
367,902586,902592,13,+,YMR315W,902589,902489,902689
368,904248,904254,13,+,DIA1,904251,904151,904351
369,914913,914919,13,+,YMR320W,914916,914816,915016
370,774211,774217,13,+,HOR7,774214,774114,774314
371,258855,258861,13,-,GIS4,258858,258758,258958
372,209201,209207,13,-,AMD1,209204,209104,209304
373,192534,192540,13,-,RRN11,192537,192437,192637
374,192550,192556,13,-,RRN11,192553,192453,192653
375,178260,178266,13,-,RSE1,178263,178163,178363
376,178298,178304,13,-,RSE1,178301,178201,178401
377,167576,167582,13,-,CYB2,167579,167479,167679
378,67996,68002,13,-,NUP188,67999,67899,68099
379,26206,26212,13,-,PHO84,26209,26109,26309
380,302962,302968,13,-,ERG5,302965,302865,303065
381,396691,396697,13,-,ARG7,396694,396594,396794
382,431912,431918,13,-,ISF1,431915,431815,432015
383,475365,475371,13,-,YMR103C,475368,475268,475468
384,477878,477884,13,-,PGM2,477881,477781,477981
385,497561,497567,13,-,YMR114C,497564,497464,497664
386,540785,540791,13,-,GID8,540788,540688,540888
387,557085,557091,13,-,NDE1,557088,556988,557188
388,558717,558723,13,-,TIF34,558720,558620,558820
389,592786,592792,13,-,PAH1,592789,592689,592889
390,625740,625746,13,-,RGM1,625743,625643,625843
391,777940,777941,13,-,YMR253C,777940,777840,778040
392,811009,811015,13,-,SCS7,811012,810912,811112
393,811140,811146,13,-,SCS7,811143,811043,811243
394,831539,831545,13,-,CAT8,831542,831442,831642
395,831555,831561,13,-,CAT8,831558,831458,831658
396,852160,852166,13,-,HAS1,852163,852063,852263
397,912393,912399,13,-,ADH6,912396,912296,912496
398,914913,914919,13,-,FET4,914916,914816,915016
399,251705,251711,13,-,MRPL39,251708,251608,251808
400,253563,253569,13,-,MIN4,253566,253466,253666
401,653083,653089,13,-,CMC4,653086,652986,653186
402,602351,602357,14,+,PUB1,602354,602254,602454
403,559497,559503,14,+,NCE103,559500,559400,559600
404,392460,392466,14,+,NAF1,392463,392363,392563
405,356807,356813,14,+,MEP2,356810,356710,356910
406,289307,289313,14,+,UBP10,289310,289210,289410
407,254191,254197,14,+,YNL208W,254194,254094,254294
408,122333,122339,14,+,TOF1,122336,122236,122436
409,122527,122533,14,+,TOF1,122530,122430,122630
410,119147,119153,14,+,BOR1,119150,119050,119250
411,66326,66332,14,+,TRF5,66329,66229,66429
412,65025,65031,14,+,TOS6,65028,64928,65128
413,652092,652098,14,+,YNR014W,652095,651995,652195
414,675758,675764,14,+,CPR8,675761,675661,675861
415,706026,706032,14,+,PET494,706029,705929,706129
416,733706,733712,14,+,BIO3,733709,733609,733809
417,569895,569901,14,-,YNL035C,569898,569798,569998
418,559497,559503,14,-,IDH1,559500,559400,559600
419,498705,498711,14,-,FKH2,498708,498608,498808
420,495473,495479,14,-,RPL16B,495476,495376,495576
421,424690,424696,14,-,INP52,424693,424593,424793
422,392460,392466,14,-,ESBP6,392463,392363,392563
423,362648,362654,14,-,YNL140C,362651,362551,362751
424,355318,355324,14,-,YNL144C,355321,355221,355421
425,308656,308662,14,-,NOP13,308659,308559,308759
426,304753,304759,14,-,MRPL22,304756,304656,304856
427,217696,217702,14,-,PDR16,217699,217599,217799
428,174633,174639,14,-,NRD1,174636,174536,174736
429,122333,122339,14,-,GOR1,122336,122236,122436
430,122527,122533,14,-,GOR1,122530,122430,122630
431,122842,122843,14,-,GOR1,122842,122742,122942
432,65025,65031,14,-,RPL18B,65028,64928,65128
433,634094,634100,14,-,ATO2,634097,633997,634197
434,652092,652098,14,-,PHO91,652095,651995,652195
435,715986,715992,14,-,LYS9,715989,715889,716089
436,733706,733712,14,-,BIO5,733709,733609,733809
437,771854,771860,14,-,YNR071C,771857,771757,771957
438,772190,772196,14,-,YNR071C,772193,772093,772293
439,776820,776826,14,-,MAN2,776823,776723,776923
440,776887,776893,14,-,MAN2,776890,776790,776990
441,316559,316565,15,+,SIN3,316562,316462,316662
442,234461,234467,15,+,GAL11,234464,234364,234564
443,230086,230092,15,+,AIM39,230089,229989,230189
444,170326,170332,15,+,IRA2,170329,170229,170429
445,472487,472493,15,+,BUD21,472490,472390,472590
446,494628,494634,15,+,ECM3,494631,494531,494731
447,494636,494642,15,+,ECM3,494639,494539,494739
448,514872,514878,15,+,RAS1,514875,514775,514975
449,533873,533879,15,+,AZF1,533876,533776,533976
450,550389,550395,15,+,GCY1,550392,550292,550492
451,578065,578071,15,+,BAG7,578068,577968,578168
452,742001,742007,15,+,STE4,742004,741904,742104
453,742297,742303,15,+,STE4,742300,742200,742400
454,797173,797179,15,+,SRL1,797176,797076,797276
455,797173,797179,15,+,YOR248W,797176,797076,797276
456,818698,818704,15,+,DSE3,818701,818601,818801
457,825778,825784,15,+,PAC1,825781,825681,825881
458,849516,849522,15,+,RDL1,849519,849419,849619
459,956684,956690,15,+,YOR338W,956687,956587,956787
460,997096,997102,15,+,TFB6,997099,996999,997199
461,1006978,1006984,15,+,CIR2,1006981,1006881,1007081
462,1039555,1039561,15,+,ALD4,1039558,1039458,1039658
463,1059296,1059302,15,+,FIT2,1059299,1059199,1059399
464,1061314,1061320,15,+,FRE5,1061317,1061217,1061417
465,316559,316565,15,-,RPB11,316562,316462,316662
466,154853,154859,15,-,MPD2,154856,154756,154956
467,340302,340308,15,-,SGT2,340305,340205,340405
468,347526,347532,15,-,TIR2,347529,347429,347629
469,385182,385188,15,-,CIN5,385185,385085,385285
470,443892,443897,15,-,YOR062C,443894,443794,443994
471,514872,514878,15,-,CRC1,514875,514775,514975
472,550389,550395,15,-,RIO1,550392,550292,550492
473,671266,671272,15,-,GAC1,671269,671169,671369
474,742001,742007,15,-,MGM1,742004,741904,742104
475,742297,742303,15,-,MGM1,742300,742200,742400
476,779912,779918,15,-,RPL33B,779915,779815,780015
477,797173,797179,15,-,ENV9,797176,797076,797276
478,931224,931230,15,-,SNC2,931227,931127,931327
479,931617,931623,15,-,SNC2,931620,931520,931720
480,968174,968180,15,-,YOR342C,968177,968077,968277
481,968264,968270,15,-,YOR342C,968267,968167,968367
482,1003377,1003383,15,-,MSC6,1003380,1003280,1003480
483,1043383,1043389,15,-,GDH1,1043386,1043286,1043486
484,1043646,1043652,15,-,GDH1,1043649,1043549,1043749
485,1061314,1061320,15,-,FIT3,1061317,1061217,1061417
486,232317,232323,15,-,DDR2,232320,232220,232420
487,551891,551897,16,+,ULA1,551894,551794,551994
488,455161,455167,16,+,LEE1,455164,455064,455264
489,455175,455181,16,+,LEE1,455178,455078,455278
490,432099,432105,16,+,ALD6,432102,432002,432202
491,339609,339615,16,+,CAR1,339612,339512,339712
492,326425,326431,16,+,MRP51,326428,326328,326528
493,114524,114530,16,+,USV1,114527,114427,114627
494,114728,114734,16,+,USV1,114731,114631,114831
495,656772,656778,16,+,MCM16,656775,656675,656875
496,700157,700163,16,+,TEF1,700160,700060,700260
497,700171,700177,16,+,TEF1,700174,700074,700274
498,754376,754382,16,+,RGC1,754379,754279,754479
499,834439,834445,16,+,PIN3,834442,834342,834542
500,860738,860744,16,+,GPH1,860741,860641,860841
501,860788,860794,16,+,GPH1,860791,860691,860891
502,645503,645509,16,+,SPO24,645506,645406,645606
503,645626,645632,16,+,SPO24,645629,645529,645729
504,860738,860744,16,+,YPR160W-A,860741,860641,860841
505,860788,860794,16,+,YPR160W-A,860791,860691,860891
506,551891,551897,16,-,LSP1,551894,551794,551994
507,455161,455167,16,-,LGE1,455164,455064,455264
508,455175,455181,16,-,LGE1,455178,455078,455278
509,453634,453640,16,-,SUR1,453637,453537,453737
510,326425,326431,16,-,DBP1,326428,326328,326528
511,195683,195689,16,-,UIP4,195686,195586,195786
512,567035,567041,16,-,HAL1,567038,566938,567138
513,569236,569242,16,-,ICL2,569239,569139,569339
514,627592,627598,16,-,APL4,627595,627495,627695
515,627601,627607,16,-,APL4,627604,627504,627704
516,656772,656778,16,-,THP3,656775,656675,656875
517,678499,678505,16,-,YPR063C,678502,678402,678602
518,887954,887960,16,-,VPS4,887957,887857,888057
