,Start,End,Chromosome,Strand,Name,motif_middle,start_sig,stop_sig
59,378060,378067,4,+,YDL041W,378064,377964,378164
60,321760,321767,4,+,RPL31A,321764,321664,321864
61,296395,296402,4,+,NUR1,296398,296298,296498
62,223941,223948,4,+,CDC53,223944,223844,224044
63,223943,223950,4,+,CDC53,223946,223846,224046
64,217302,217309,4,+,RPL35B,217306,217206,217406
65,156199,156206,4,+,UGA3,156202,156102,156302
66,463120,463127,4,+,GAL3,463124,463024,463224
67,471448,471455,4,+,RPL4B,471452,471352,471552
68,486667,486674,4,+,FAL1,486670,486570,486770
69,503429,503436,4,+,MIX14,503432,503332,503532
70,546293,546300,4,+,HEM13,546296,546196,546396
71,578534,578541,4,+,AIM7,578538,578438,578638
72,600368,600375,4,+,SED1,600372,600272,600472
73,636542,636549,4,+,GIS1,636546,636446,636646
74,652629,652636,4,+,BMH2,652632,652532,652732
75,688022,688029,4,+,VBA4,688026,687926,688126
76,812036,812043,4,+,HMO1,812040,811940,812140
77,836146,836153,4,+,CCT6,836150,836050,836250
78,887066,887073,4,+,TCP1,887070,886970,887170
79,889138,889145,4,+,UPC2,889142,889042,889242
80,894313,894320,4,+,ADR1,894316,894216,894416
81,936232,936239,4,+,MRPL7,936236,936136,936336
82,955388,955395,4,+,VHS1,955392,955292,955492
83,1128894,1128901,4,+,GPI8,1128898,1128798,1128998
84,1198999,1199006,4,+,ESC2,1199002,1198902,1199102
85,1334017,1334024,4,+,PPZ2,1334020,1333920,1334120
86,1334490,1334497,4,+,PPZ2,1334494,1334394,1334594
87,1334519,1334526,4,+,PPZ2,1334522,1334422,1334622
88,1350097,1350104,4,+,YDR444W,1350100,1350000,1350200
89,1434512,1434519,4,+,IZH1,1434516,1434416,1434616
90,1468850,1468857,4,+,SMT3,1468854,1468754,1468954
91,1476833,1476840,4,+,GRH1,1476836,1476736,1476936
92,1494100,1494107,4,+,HLR1,1494104,1494004,1494204
93,520969,520976,4,+,YDR034W-B,520972,520872,521072
94,421891,421898,4,-,OSH2,421894,421794,421994
95,410286,410293,4,-,DIA3,410290,410190,410390
96,321760,321767,4,-,RXT3,321764,321664,321864
97,320361,320368,4,-,VAM6,320364,320264,320464
98,296395,296402,4,-,RAM1,296398,296298,296498
99,198432,198439,4,-,COP1,198436,198336,198536
100,156199,156206,4,-,GLT1,156202,156102,156302
101,80784,80791,4,-,YDL211C,80788,80688,80888
102,486667,486674,4,-,DAS2,486670,486570,486770
103,503429,503436,4,-,RAD28,503432,503332,503532
104,512487,512494,4,-,LYS14,512490,512390,512590
105,543783,543790,4,-,NRG1,543786,543686,543886
106,680306,680313,4,-,ALT2,680310,680210,680410
107,721799,721806,4,-,YDR133C,721802,721702,721902
108,721799,721806,4,-,CCW22,721802,721702,721902
109,812036,812043,4,-,ARG82,812040,811940,812140
110,836146,836153,4,-,SND1,836150,836050,836250
111,936232,936239,4,-,FMN1,936236,936136,936336
112,969904,969911,4,-,CTA1,969908,969808,970008
113,1080572,1080579,4,-,GIC2,1080576,1080476,1080676
114,1156294,1156301,4,-,HXT7,1156298,1156198,1156398
115,1198999,1199006,4,-,TFC6,1199002,1198902,1199102
116,1242255,1242262,4,-,ATO3,1242258,1242158,1242358
117,1334017,1334024,4,-,PPM1,1334020,1333920,1334120
118,1334490,1334497,4,-,PPM1,1334494,1334394,1334594
119,1334519,1334526,4,-,PPM1,1334522,1334422,1334622
120,1350097,1350104,4,-,SSN2,1350100,1350000,1350200
121,1434512,1434519,4,-,PKH1,1434516,1434416,1434616
122,1468850,1468857,4,-,GNP1,1468854,1468754,1468954
123,1476833,1476840,4,-,EMI2,1476836,1476736,1476936
124,123358,123365,5,+,GTT3,123362,123262,123462
125,115933,115940,5,+,URA3,115936,115836,116036
126,77987,77994,5,+,UTR2,77990,77890,78090
127,69239,69246,5,+,IES6,69242,69142,69342
128,69450,69457,5,+,IES6,69454,69354,69554
129,34274,34281,5,+,NPR2,34278,34178,34378
130,291656,291663,5,+,RGI1,291660,291560,291760
131,342733,342740,5,+,IES5,342736,342636,342836
132,351441,351448,5,+,SHC1,351444,351344,351544
133,362554,362561,5,+,RPS8B,362558,362458,362658
134,462392,462399,5,+,LSM5,462396,462296,462496
135,565349,565356,5,+,YER187W,565352,565252,565452
136,567810,567817,5,+,YER188W,567814,567714,567914
137,567812,567819,5,+,YER188W,567816,567716,567916
138,85356,85363,5,-,ANP1,85360,85260,85460
139,69239,69246,5,-,GLY1,69242,69142,69342
140,69450,69457,5,-,GLY1,69454,69354,69554
141,34274,34281,5,-,CAN1,34278,34178,34378
142,248406,248413,5,-,CAJ1,248410,248310,248510
143,342733,342740,5,-,MET6,342736,342636,342836
144,377879,377886,5,-,FLO8,377882,377782,377982
145,377954,377961,5,-,FLO8,377958,377858,378058
146,377976,377983,5,-,FLO8,377980,377880,378080
147,462392,462399,5,-,FTR1,462396,462296,462496
148,167320,167327,5,-,TMA20,167324,167224,167424
149,123358,123365,5,-,PMP2,123362,123262,123462
150,106734,106741,6,+,HSP12,106738,106638,106838
151,153181,153188,6,+,RPN11,153184,153084,153284
152,106734,106741,6,-,MDJ1,106738,106638,106838
153,153181,153188,6,-,YPI1,153184,153084,153284
154,176795,176802,6,-,GSY1,176798,176698,176898
155,472593,472600,7,+,ERG4,472596,472496,472696
156,413140,413147,7,+,RIM8,413144,413044,413244
157,384563,384570,7,+,PYC1,384566,384466,384666
158,352815,352822,7,+,SCY1,352818,352718,352918
159,312124,312131,7,+,YGK1,312128,312028,312228
160,310698,310705,7,+,RPL28,310702,310602,310802
161,307390,307397,7,+,ARC1,307394,307294,307494
162,8181,8188,7,+,YPS5,8184,8084,8284
163,506011,506018,7,+,PRP18,506014,505914,506114
164,605992,605999,7,+,PEF1,605996,605896,606096
165,677900,677907,7,+,ASK10,677904,677804,678004
166,690137,690144,7,+,MDR1,690140,690040,690240
167,739649,739656,7,+,ASN2,739652,739552,739752
168,741992,741999,7,+,YGR125W,741996,741896,742096
169,745629,745636,7,+,YGR126W,745632,745532,745732
170,774501,774508,7,+,SKN1,774504,774404,774604
171,823635,823642,7,+,TIF4631,823638,823538,823738
172,947263,947270,7,+,DIE2,947266,947166,947366
173,953866,953873,7,+,NAS6,953870,953770,953970
174,953868,953875,7,+,NAS6,953872,953772,953972
175,1022532,1022539,7,+,YGR266W,1022536,1022436,1022636
176,1052102,1052109,7,+,YOR1,1052106,1052006,1052206
177,8181,8188,7,+,YGL258W-A,8184,8084,8284
178,472593,472600,7,-,PDR1,472596,472496,472696
179,433351,433358,7,-,MIG1,433354,433254,433454
180,352815,352822,7,-,GUP1,352818,352718,352918
181,310698,310705,7,-,VPS73,310702,310602,310802
182,165299,165306,7,-,TOS3,165302,165202,165402
183,82494,82501,7,-,NIF3,82498,82398,82598
184,506011,506018,7,-,TFG2,506014,505914,506114
185,605992,605999,7,-,LST7,605996,605896,606096
186,706826,706833,7,-,CLB6,706830,706730,706930
187,706828,706835,7,-,CLB6,706832,706732,706932
188,953866,953873,7,-,PHB2,953870,953770,953970
189,953868,953875,7,-,PHB2,953872,953772,953972
190,965784,965791,7,-,YGR237C,965788,965688,965888
191,1022532,1022539,7,-,MES1,1022536,1022436,1022636
192,1026144,1026151,7,-,FOL2,1026148,1026048,1026248
193,1050435,1050442,7,-,SCW4,1050438,1050338,1050538
194,1052102,1052109,7,-,PXR1,1052106,1052006,1052206
195,785806,785813,7,-,YGR146C-A,785810,785710,785910
196,69803,69810,8,+,YHL017W,69806,69706,69906
197,69584,69591,8,+,MCO14,69588,69488,69688
198,138545,138552,8,+,YSC83,138548,138448,138648
199,184033,184039,8,+,RRF1,184036,183936,184136
200,195300,195307,8,+,YHR045W,195304,195204,195404
201,204515,204522,8,+,YHK8,204518,204418,204618
202,209424,209431,8,+,COX6,209428,209328,209528
203,209480,209487,8,+,COX6,209484,209384,209584
204,231597,231604,8,+,DYS1,231600,231500,231700
205,231758,231765,8,+,DYS1,231762,231662,231862
206,375442,375449,8,+,ARO9,375446,375346,375546
207,422531,422538,8,+,MPC2,422534,422434,422634
208,473397,473404,8,+,SSP1,473400,473300,473500
209,484483,484490,8,+,ERG9,484486,484386,484586
210,517132,517139,8,+,BAT1,517136,517036,517236
211,69584,69591,8,-,APM2,69588,69488,69688
212,66071,66078,8,-,AIM17,66074,65974,66174
213,34446,34453,8,-,SBP1,34450,34350,34550
214,27126,27133,8,-,YHL037C,27130,27030,27230
215,138545,138552,8,-,YSC84,138548,138448,138648
216,195300,195307,8,-,DOG1,195304,195204,195404
217,219451,219458,8,-,CPR2,219454,219354,219554
218,375442,375449,8,-,SPL2,375446,375346,375546
219,388915,388922,8,-,DCD1,388918,388818,389018
220,412612,412619,8,-,LIN1,412616,412516,412716
221,412615,412622,8,-,LIN1,412618,412518,412718
222,412637,412644,8,-,LIN1,412640,412540,412740
223,422531,422538,8,-,YAP1801,422534,422434,422634
224,497370,497377,8,-,AIM18,497374,497274,497474
225,498549,498556,8,-,AIM46,498552,498452,498652
226,517132,517139,8,-,SET5,517136,517036,517236
227,314946,314953,9,+,FAF1,314950,314850,315050
228,301411,301418,9,+,YIL028W,301414,301314,301514
229,134670,134677,9,+,QDR1,134674,134574,134774
230,28333,28340,9,+,SDL1,28336,28236,28436
231,28333,28340,9,+,YIL168W,28336,28236,28436
232,380387,380394,9,+,VLD1,380390,380290,380490
233,380599,380606,9,+,VLD1,380602,380502,380702
234,380628,380635,9,+,VLD1,380632,380532,380732
235,432391,432398,9,+,PAU15,432394,432294,432494
236,314946,314953,9,-,HIS6,314950,314850,315050
237,301411,301418,9,-,EMA17,301414,301314,301514
238,224895,224902,9,-,SPO22,224898,224798,224998
239,96844,96851,9,-,VHS2,96848,96748,96948
240,88836,88843,9,-,REV7,88840,88740,88940
241,424828,424835,9,-,GTT1,424832,424732,424932
242,432391,432398,9,-,YPS6,432394,432294,432494
243,386519,386526,9,-,YIR018C-A,386522,386422,386622
244,378606,378613,10,+,SNX4,378610,378510,378710
245,220349,220356,10,+,IME2,220352,220252,220452
246,157769,157776,10,+,LCB3,157772,157672,157872
247,90413,90420,10,+,RPL17B,90416,90316,90516
248,68947,68954,10,+,CDC6,68950,68850,69050
249,31305,31312,10,+,YJL213W,31308,31208,31408
250,455912,455919,10,+,MET3,455916,455816,456016
251,503637,503644,10,+,MLO127,503640,503540,503740
252,609315,609322,10,+,SFC1,609318,609218,609418
253,292226,292233,10,+,YJL077W-B,292230,292130,292330
254,294193,294200,10,+,YJL077W-A,294196,294096,294296
255,294588,294595,10,+,YJL077W-A,294592,294492,294692
256,294193,294200,10,-,PRY3,294196,294096,294296
257,294588,294595,10,-,PRY3,294592,294492,294692
258,220349,220356,10,-,YJL107C,220352,220252,220452
259,173432,173439,10,-,URA2,173436,173336,173536
260,157769,157776,10,-,RPS21B,157772,157672,157872
261,90413,90420,10,-,ATG27,90416,90316,90516
262,68947,68954,10,-,ELO1,68950,68850,69050
263,654557,654564,10,-,YJR124C,654560,654460,654660
264,654559,654566,10,-,YJR124C,654562,654462,654662
265,676104,676111,10,-,SGM1,676108,676008,676208
266,709845,709852,10,-,DAN1,709848,709748,709948
267,709848,709855,10,-,DAN1,709852,709752,709952
268,365297,365304,11,+,RGT1,365300,365200,365400
269,278810,278817,11,+,MDH1,278814,278714,278914
270,278086,278093,11,+,SRX1,278090,277990,278190
271,271282,271289,11,+,CUE2,271286,271186,271386
272,260781,260788,11,+,CWP1,260784,260684,260884
273,260783,260790,11,+,CWP1,260786,260686,260886
274,217016,217023,11,+,OAC1,217020,216920,217120
275,166368,166375,11,+,MCR1,166372,166272,166472
276,166370,166377,11,+,MCR1,166374,166274,166474
277,130512,130519,11,+,MRPL38,130516,130416,130616
278,24480,24487,11,+,URA1,24484,24384,24584
279,478158,478164,11,+,VPS51,478161,478061,478261
280,552490,552497,11,+,GLG1,552494,552394,552594
281,567301,567308,11,+,GPT2,567304,567204,567404
282,567340,567347,11,+,GPT2,567344,567244,567444
283,567793,567800,11,+,GPT2,567796,567696,567896
284,630526,630533,11,+,PCK1,630530,630430,630630
285,630796,630803,11,+,PCK1,630800,630700,630900
286,635567,635574,11,+,BAS1,635570,635470,635670
287,335456,335463,11,-,TMA19,335460,335360,335560
288,278086,278093,11,-,CYT2,278090,277990,278190
289,271282,271289,11,-,YKL091C,271286,271186,271386
290,242904,242911,11,-,SEG2,242908,242808,243008
291,229925,229932,11,-,KTI12,229928,229828,230028
292,195005,195012,11,-,RMA1,195008,194908,195108
293,166368,166375,11,-,NNR2,166372,166272,166472
294,166370,166377,11,-,NNR2,166374,166274,166474
295,133566,133569,11,-,KKQ8,133568,133468,133668
296,74117,74124,11,-,PEX1,74120,74020,74220
297,74520,74527,11,-,PEX1,74524,74424,74624
298,18494,18501,11,-,SRY1,18498,18398,18598
299,478159,478164,11,-,IRS4,478162,478062,478262
300,567301,567308,11,-,CCP1,567304,567204,567404
301,567340,567347,11,-,CCP1,567344,567244,567444
302,567793,567800,11,-,CCP1,567796,567696,567896
303,589597,589604,11,-,TRZ1,589600,589500,589700
304,635567,635574,11,-,UBP11,635570,635470,635670
305,94335,94342,12,+,PAU17,94338,94238,94438
306,83996,84003,12,+,TPO1,84000,83900,84100
307,83999,84006,12,+,TPO1,84002,83902,84102
308,159902,159909,12,+,SSL1,159906,159806,160006
309,179890,179897,12,+,PSR2,179894,179794,179994
310,242002,242009,12,+,RPS0B,242006,241906,242106
311,264057,264064,12,+,BMT6,264060,263960,264160
312,264132,264139,12,+,BMT6,264136,264036,264236
313,370451,370458,12,+,YLR112W,370454,370354,370554
314,524559,524566,12,+,SKG3,524562,524462,524662
315,554372,554379,12,+,ENT2,554376,554276,554476
316,636338,636345,12,+,YEF3,636342,636242,636442
317,704817,704824,12,+,YLR283W,704820,704720,704920
318,704995,705002,12,+,YLR283W,704998,704898,705098
319,732494,732500,12,+,MET17,732497,732397,732597
320,828091,828098,12,+,ORM2,828094,827994,828194
321,828093,828100,12,+,ORM2,828096,827996,828196
322,828239,828246,12,+,ORM2,828242,828142,828342
323,840234,840241,12,+,ATG33,840238,840138,840338
324,906566,906573,12,+,ATP10,906570,906470,906670
325,950414,950417,12,+,INA1,950416,950316,950516
326,1002304,1002311,12,+,IMD3,1002308,1002208,1002408
327,1028741,1028748,12,+,RPL6B,1028744,1028644,1028844
328,98971,98978,12,-,POM33,98974,98874,99074
329,97784,97791,12,-,SSA2,97788,97688,97888
330,159902,159909,12,-,THI73,159906,159806,160006
331,179890,179897,12,-,POM34,179894,179794,179994
332,237790,237797,12,-,STU2,237794,237694,237894
333,242002,242009,12,-,FRE8,242006,241906,242106
334,370451,370458,12,-,CCW12,370454,370354,370554
335,500510,500517,12,-,UPS2,500514,500414,500614
336,501160,501167,12,-,APS1,501164,501064,501264
337,554372,554379,12,-,HMX1,554376,554276,554476
338,605093,605100,12,-,CDC42,605096,604996,605196
339,669230,669237,12,-,VPS63,669234,669134,669334
340,669230,669237,12,-,YPT6,669234,669134,669334
341,710672,710679,12,-,CTS1,710676,710576,710776
342,796465,796472,12,-,RPS25B,796468,796368,796568
343,828091,828098,12,-,DIC1,828094,827994,828194
344,828093,828100,12,-,DIC1,828096,827996,828196
345,828239,828246,12,-,DIC1,828242,828142,828342
346,906566,906573,12,-,ART10,906570,906470,906670
347,934285,934292,12,-,BLS1,934288,934188,934388
348,934288,934295,12,-,BLS1,934292,934192,934392
349,1002304,1002311,12,-,ATG23,1002308,1002208,1002408
350,109493,109500,12,-,COX19,109496,109396,109596
351,710672,710679,12,-,YLR285C-A,710676,710576,710776
352,219746,219753,13,+,TSA1,219750,219650,219850
353,216309,216316,13,+,RCF1,216312,216212,216412
354,216311,216318,13,+,RCF1,216314,216214,216414
355,101350,101357,13,+,YML082W,101354,101254,101454
356,101415,101422,13,+,YML082W,101418,101318,101518
357,101495,101502,13,+,YML082W,101498,101398,101598
358,101497,101504,13,+,YML082W,101500,101400,101600
359,67943,67950,13,+,CAC2,67946,67846,68046
360,26331,26338,13,+,GTR1,26334,26234,26434
361,26333,26340,13,+,GTR1,26336,26236,26436
362,26815,26822,13,+,GTR1,26818,26718,26918
363,283921,283928,13,+,ADI1,283924,283824,284024
364,283923,283930,13,+,ADI1,283926,283826,284026
365,287370,287377,13,+,HXT2,287374,287274,287474
366,382925,382932,13,+,STV1,382928,382828,383028
367,388472,388479,13,+,FET3,388476,388376,388576
368,406245,406252,13,+,AVO2,406248,406148,406348
369,434038,434045,13,+,ADH3,434042,433942,434142
370,514057,514064,13,+,EPO1,514060,513960,514160
371,628026,628033,13,+,ADD37,628030,627930,628130
372,653428,653435,13,+,ICY1,653432,653332,653532
373,731870,731877,13,+,RPS10B,731874,731774,731974
374,743648,743655,13,+,BCH1,743652,743552,743752
375,751597,751604,13,+,YHM2,751600,751500,751700
376,759103,759110,13,+,FAA4,759106,759006,759206
377,773079,773086,13,+,GTO3,773082,772982,773182
378,773081,773088,13,+,GTO3,773084,772984,773184
379,777383,777390,13,+,GFD1,777386,777286,777486
380,777385,777392,13,+,GFD1,777388,777288,777488
381,793648,793655,13,+,YMR262W,793652,793552,793752
382,793650,793657,13,+,YMR262W,793654,793554,793754
383,861727,861734,13,+,PRC1,861730,861630,861830
384,904649,904656,13,+,DIA1,904652,904552,904752
385,915090,915097,13,+,YMR320W,915094,914994,915194
386,731870,731877,13,+,YMR230W-A,731874,731774,731974
387,196090,196097,13,-,VPS71,196094,195994,196194
388,119387,119394,13,-,HMG1,119390,119290,119490
389,95627,95634,13,-,AIM33,95630,95530,95730
390,67943,67950,13,-,NUP188,67946,67846,68046
391,26331,26338,13,-,PHO84,26334,26234,26434
392,26333,26340,13,-,PHO84,26336,26236,26436
393,13395,13402,13,-,ERO1,13398,13298,13498
394,388472,388479,13,-,AAC1,388476,388376,388576
395,406245,406252,13,-,UBX4,406248,406148,406348
396,464909,464916,13,-,YMR099C,464912,464812,465012
397,592938,592945,13,-,PAH1,592942,592842,593042
398,593034,593041,13,-,PAH1,593038,592938,593138
399,625597,625604,13,-,RGM1,625600,625500,625700
400,628026,628033,13,-,SSO2,628030,627930,628130
401,731870,731877,13,-,RRP5,731874,731774,731974
402,751597,751604,13,-,CUS1,751600,751500,751700
403,777383,777390,13,-,YMR253C,777386,777286,777486
404,777385,777392,13,-,YMR253C,777388,777288,777488
405,793648,793655,13,-,TPS3,793652,793552,793752
406,793650,793657,13,-,TPS3,793654,793554,793754
407,915090,915097,13,-,FET4,915094,914994,915194
408,759103,759110,13,-,COA6,759106,759006,759206
409,653428,653435,13,-,YMR194C-A,653432,653332,653532
410,579286,579293,14,+,CRZ1,579290,579190,579390
411,547167,547174,14,+,BOP3,547170,547070,547270
412,499008,499015,14,+,RPL9B,499012,498912,499112
413,392639,392646,14,+,NAF1,392642,392542,392742
414,280249,280256,14,+,DUG3,280252,280152,280352
415,259294,259301,14,+,SPS19,259298,259198,259398
416,245537,245544,14,+,PEX17,245540,245440,245640
417,205088,205095,14,+,YTP1,205092,204992,205192
418,107974,107981,14,+,HCH1,107978,107878,108078
419,107191,107198,14,+,POP3,107194,107094,107294
420,733479,733486,14,+,BIO3,733482,733382,733582
421,739570,739577,14,+,FRE4,739574,739474,739674
422,597759,597766,14,-,ARK1,597762,597662,597862
423,579286,579293,14,-,KTR5,579290,579190,579390
424,499008,499015,14,-,FKH2,499012,498912,499112
425,495154,495161,14,-,RPL16B,495158,495058,495258
426,441218,441225,14,-,RAS2,441222,441122,441322
427,392639,392646,14,-,ESBP6,392642,392542,392742
428,146654,146661,14,-,PDR17,146658,146558,146758
429,107191,107198,14,-,WSC2,107194,107094,107294
430,715476,715483,14,-,LYS9,715480,715380,715580
431,733479,733486,14,-,BIO5,733482,733382,733582
432,763272,763279,14,-,BSC5,763276,763176,763376
433,299303,299310,15,+,YOL014W,299306,299206,299406
434,285481,285488,15,+,TAT2,285484,285384,285584
435,268077,268084,15,+,GAS5,268080,267980,268180
436,128774,128781,15,+,PKH2,128778,128678,128878
437,34342,34349,15,+,ZPS1,34346,34246,34446
438,386362,386369,15,+,DFG16,386366,386266,386466
439,464522,464529,15,+,SGO1,464526,464426,464626
440,520451,520458,15,+,RGS2,520454,520354,520554
441,533910,533917,15,+,AZF1,533914,533814,534014
442,533913,533920,15,+,AZF1,533916,533816,534016
443,580016,580023,15,+,IDH2,580020,579920,580120
444,605724,605731,15,+,YOR146W,605728,605628,605828
445,710143,710150,15,+,PEX27,710146,710046,710246
446,759696,759703,15,+,DSC3,759700,759600,759800
447,759699,759706,15,+,DSC3,759702,759602,759802
448,762415,762422,15,+,HER1,762418,762318,762518
449,956689,956696,15,+,YOR338W,956692,956592,956792
450,989443,989450,15,+,CIN1,989446,989346,989546
451,1009914,1009921,15,+,HAP5,1009918,1009818,1010018
452,1010819,1010826,15,+,VTS1,1010822,1010722,1010922
453,1059305,1059312,15,+,FIT2,1059308,1059208,1059408
454,1057193,1057200,15,+,YOR381W-A,1057196,1057096,1057296
455,285481,285488,15,-,DIS3,285484,285384,285584
456,271763,271770,15,-,YAP7,271766,271666,271866
457,271763,271770,15,-,YOL029C,271766,271666,271866
458,268077,268084,15,-,SIL1,268080,267980,268180
459,91609,91616,15,-,SMF1,91612,91512,91712
460,38914,38921,15,-,YOL153C,38918,38818,39018
461,32047,32054,15,-,HPF1,32050,31950,32150
462,21693,21700,15,-,ENB1,21696,21596,21796
463,385228,385235,15,-,CIN5,385232,385132,385332
464,673003,673010,15,-,SYC1,673006,672906,673106
465,762415,762422,15,-,ISU2,762418,762318,762518
466,875640,875647,15,-,TIM18,875644,875544,875744
467,900086,900093,15,-,DGK1,900090,899990,900190
468,968322,968329,15,-,YOR342C,968326,968226,968426
469,989443,989450,15,-,PUT4,989446,989346,989546
470,1009914,1009921,15,-,SNX3,1009918,1009818,1010018
471,1015209,1015216,15,-,PDE2,1015212,1015112,1015312
472,1019030,1019037,15,-,PRE10,1019034,1018934,1019134
473,551830,551837,16,+,ULA1,551834,551734,551934
474,517154,517161,16,+,CTF19,517158,517058,517258
475,517363,517370,16,+,CTF19,517366,517266,517466
476,503275,503282,16,+,RMI1,503278,503178,503378
477,415617,415624,16,+,YTA6,415620,415520,415720
478,415711,415718,16,+,YTA6,415714,415614,415814
479,348679,348686,16,+,DPC25,348682,348582,348782
480,339427,339434,16,+,CAR1,339430,339330,339530
481,329236,329243,16,+,HOS3,329240,329140,329340
482,280158,280165,16,+,POC4,280162,280062,280262
483,218435,218442,16,+,SPT14,218438,218338,218538
484,48893,48900,16,+,CUB1,48896,48796,48996
485,49081,49088,16,+,CUB1,49084,48984,49184
486,40567,40574,16,+,DIP5,40570,40470,40670
487,677038,677045,16,+,FCY1,677042,676942,677142
488,677038,677045,16,+,YPR064W,677042,676942,677142
489,767131,767138,16,+,MRI1,767134,767034,767234
490,822311,822318,16,+,ASN1,822314,822214,822414
491,822524,822531,16,+,ASN1,822528,822428,822628
492,842960,842967,16,+,CUR1,842964,842864,843064
493,551830,551837,16,-,LSP1,551834,551734,551934
494,517154,517161,16,-,VTC3,517158,517058,517258
495,517363,517370,16,-,VTC3,517366,517266,517466
496,503275,503282,16,-,YPL025C,503278,503178,503378
497,475871,475878,16,-,MRX11,475874,475774,475974
498,450986,450993,16,-,PDR12,450990,450890,451090
499,451001,451008,16,-,PDR12,451004,450904,451104
500,329236,329243,16,-,IDI1,329240,329140,329340
501,280158,280165,16,-,KES1,280162,280062,280262
502,257202,257209,16,-,PRM4,257206,257106,257306
503,257306,257313,16,-,PRM4,257310,257210,257410
504,218435,218442,16,-,TRE1,218438,218338,218538
505,667330,667337,16,-,YPR053C,667334,667234,667434
506,677038,677045,16,-,JID1,677042,676942,677142
507,888131,888138,16,-,VPS4,888134,888034,888234
508,927449,927456,16,-,OPT2,927452,927352,927552
