,Start,End,Chromosome,Strand,Name,motif_middle,start_sig,stop_sig
156,633469,633476,10,-,CPA2,633472,633372,633572
157,277980,277987,11,+,SRX1,277984,277884,278084
158,557478,557485,11,+,KTR2,557482,557382,557582
159,559524,559531,11,+,TFA2,559528,559428,559628
160,581557,581564,11,+,ECM4,581560,581460,581660
161,619443,619450,11,+,MLP1,619446,619346,619546
162,277980,277987,11,-,CYT2,277984,277884,278084
163,202238,202245,11,-,PMU1,202242,202142,202342
164,202483,202490,11,-,PMU1,202486,202386,202586
165,150991,150998,11,-,KDX1,150994,150894,151094
166,476076,476083,11,-,YKR018C,476080,475980,476180
167,533918,533925,11,-,MRS4,533922,533822,534022
168,619443,619450,11,-,RPL40B,619446,619346,619546
169,140848,140855,12,+,ORC3,140852,140752,140952
170,68334,68341,12,+,GRC3,68338,68238,68438
171,398461,398468,12,+,DCN1,398464,398364,398564
172,572300,572307,12,+,YLR217W,572304,572204,572404
173,658471,658478,12,+,YLR257W,658474,658374,658574
174,867084,867091,12,+,ELO3,867088,866988,867188
175,906527,906534,12,+,ATP10,906530,906430,906630
176,906902,906909,12,+,ATP10,906906,906806,907006
177,928221,928228,12,+,SEI1,928224,928124,928324
178,1030606,1030613,12,+,FPR4,1030610,1030510,1030710
179,68334,68341,12,-,PRP19,68338,68238,68438
180,202769,202776,12,-,RPL15A,202772,202672,202872
181,225235,225242,12,-,COX12,225238,225138,225338
182,329454,329461,12,-,GIS3,329458,329358,329558
183,398461,398468,12,-,APC2,398464,398364,398564
184,404506,404513,12,-,ZRT2,404510,404410,404610
185,645426,645433,12,-,NDL1,645430,645330,645530
186,802448,802455,12,-,SGD1,802452,802352,802552
187,839543,839550,12,-,ILV5,839546,839446,839646
188,906527,906534,12,-,ART10,906530,906430,906630
189,906902,906909,12,-,ART10,906906,906806,907006
190,1019214,1019216,12,-,RPS1A,1019215,1019115,1019315
191,713250,713257,12,-,RPS30A,713254,713154,713354
192,747742,747749,12,-,DPA10,747746,747646,747846
193,253638,253645,13,+,YAP1,253642,253542,253742
194,220047,220054,13,+,TSA1,220050,219950,220150
195,287420,287427,13,+,HXT2,287424,287324,287524
196,616260,616267,13,+,MMT1,616264,616164,616364
197,649543,649550,13,+,MRPL24,649546,649446,649646
198,731695,731702,13,+,RPS10B,731698,731598,731798
199,731695,731702,13,+,YMR230W-A,731698,731598,731798
200,253242,253249,13,-,ERG6,253246,253146,253346
201,223856,223863,13,-,RPS18B,223860,223760,223960
202,97740,97747,13,-,ALO1,97744,97644,97844
203,62426,62433,13,-,MDM1,62430,62330,62530
204,13356,13363,13,-,ERO1,13360,13260,13460
205,348423,348430,13,-,CCS1,348426,348326,348526
206,557076,557083,13,-,NDE1,557080,556980,557180
207,731695,731702,13,-,RRP5,731698,731598,731798
208,908782,908789,13,-,YMR316C-B,908786,908686,908886
209,253638,253645,13,-,MIN4,253642,253542,253742
210,602511,602518,14,+,PUB1,602514,602414,602614
211,392634,392641,14,+,NAF1,392638,392538,392738
212,122804,122811,14,+,TOF1,122808,122708,122908
213,64993,65000,14,+,TOS6,64996,64896,65096
214,647327,647334,14,+,URK1,647330,647230,647430
215,675879,675886,14,+,CPR8,675882,675782,675982
216,392634,392641,14,-,ESBP6,392638,392538,392738
217,373762,373769,14,-,YNL134C,373766,373666,373866
218,348679,348686,14,-,RPC31,348682,348582,348782
219,345963,345970,14,-,YCK2,345966,345866,346066
220,272420,272427,14,-,YNL195C,272424,272324,272524
221,250521,250528,14,-,MRX7,250524,250424,250624
222,181106,181113,14,-,MPA43,181110,181010,181210
223,157472,157479,14,-,LTO1,157476,157376,157576
224,122804,122811,14,-,GOR1,122808,122708,122908
225,64993,65000,14,-,RPL18B,64996,64896,65096
226,647327,647334,14,-,PRP2,647330,647230,647430
227,762890,762897,14,-,BSC5,762894,762794,762994
228,277608,277615,15,+,IFM1,277612,277512,277712
229,274373,274380,15,+,LAG2,274376,274276,274476
230,186750,186754,15,+,MDM20,186752,186652,186852
231,104019,104026,15,+,SKM1,104022,103922,104122
232,73450,73457,15,+,ALR1,73454,73354,73554
233,481799,481801,15,+,OST3,481800,481700,481900
234,550428,550435,15,+,GCY1,550432,550332,550532
235,619142,619149,15,+,PDR5,619146,619046,619246
236,737943,737950,15,+,RPB10,737946,737846,738046
237,742388,742395,15,+,STE4,742392,742292,742492
238,810933,810940,15,+,CDC31,810936,810836,811036
239,878098,878105,15,+,YOR300W,878102,878002,878202
240,909252,909259,15,+,FAA1,909256,909156,909356
241,997018,997025,15,+,TFB6,997022,996922,997122
242,1064899,1064906,15,+,YOR385W,1064902,1064802,1065002
243,1044082,1044089,15,+,YOR376W-A,1044086,1043986,1044186
244,323191,323198,15,-,PFA4,323194,323094,323294
245,274373,274380,15,-,MIM1,274376,274276,274476
246,207219,207226,15,-,MET22,207222,207122,207322
247,186751,186754,15,-,BRX1,186752,186652,186852
248,104019,104026,15,-,PTH4,104022,103922,104122
249,32194,32201,15,-,HPF1,32198,32098,32298
250,347807,347814,15,-,TIR2,347810,347710,347910
251,384861,384868,15,-,CIN5,384864,384764,384964
252,426483,426490,15,-,ETT1,426486,426386,426586
253,461505,461512,15,-,NRT1,461508,461408,461608
254,550428,550435,15,-,RIO1,550432,550332,550532
255,619142,619149,15,-,ATG40,619146,619046,619246
256,737943,737950,15,-,NPT1,737946,737846,738046
257,742388,742395,15,-,MGM1,742392,742292,742492
258,761425,761432,15,-,RPB8,761428,761328,761528
259,810933,810940,15,-,TRE2,810936,810836,811036
260,846103,846110,15,-,FSH3,846106,846006,846206
261,878098,878105,15,-,MBF1,878102,878002,878202
262,375311,375318,16,+,GLR1,375314,375214,375414
263,254539,254546,16,+,TGS1,254542,254442,254642
264,227576,227583,16,+,DAP1,227580,227480,227680
265,147340,147347,16,+,CBP3,147344,147244,147444
266,147348,147355,16,+,CBP3,147352,147252,147452
267,138411,138418,16,+,SAR1,138414,138314,138514
268,647244,647251,16,+,TIP41,647248,647148,647348
269,720557,720564,16,+,RDS3,720560,720460,720660
270,767623,767630,16,+,MRI1,767626,767526,767726
271,778220,778227,16,+,THI22,778224,778124,778324
272,783794,783801,16,+,AXL1,783798,783698,783898
273,919280,919287,16,+,QCR2,919284,919184,919384
274,453282,453289,16,-,SUR1,453286,453186,453386
275,254539,254546,16,-,AIM44,254542,254442,254642
276,227576,227583,16,-,OYE3,227580,227480,227680
277,647244,647251,16,-,ERV2,647248,647148,647348
278,720557,720564,16,-,ASR1,720560,720460,720660
279,919280,919287,16,-,RPC82,919284,919184,919384
