,Start,End,Chromosome,Strand,Name,motif_middle,start_sig,stop_sig
161,1043426,1043432,12,+,FMP27,1043429,1043329,1043529
162,65369,65375,12,-,UBI4,65372,65272,65472
163,253462,253468,12,-,SPT8,253465,253365,253565
164,447898,447904,12,-,ACS2,447901,447801,448001
165,553934,553940,12,-,HMX1,553937,553837,554037
166,603275,603281,12,-,ECM22,603278,603178,603378
167,665153,665159,12,-,HSP60,665156,665056,665256
168,784029,784035,12,-,TMA10,784032,783932,784132
169,875212,875218,12,-,FBP1,875215,875115,875315
170,875258,875264,12,-,FBP1,875261,875161,875361
171,1028504,1028510,12,-,VMA6,1028507,1028407,1028607
172,1043426,1043432,12,-,RIF2,1043429,1043329,1043529
173,109148,109154,12,-,COX19,109151,109051,109251
174,259665,259671,13,+,TRM12,259668,259568,259768
175,193126,193132,13,+,CAT2,193129,193029,193229
176,133243,133249,13,+,DAK1,133246,133146,133346
177,104284,104290,13,+,TDA9,104287,104187,104387
178,92038,92044,13,+,UFO1,92041,91941,92141
179,26655,26661,13,+,GTR1,26658,26558,26758
180,408451,408457,13,+,MOT3,408454,408354,408554
181,537178,537184,13,+,ERG29,537181,537081,537281
182,551339,551345,13,+,RPS16A,551342,551242,551442
183,695218,695224,13,+,SCJ1,695221,695121,695321
184,838007,838013,13,+,YKU70,838010,837910,838110
185,91205,91211,13,-,RPM2,91208,91108,91308
186,475603,475609,13,-,YPK2,475606,475506,475706
187,540316,540322,13,-,GID8,540319,540219,540419
188,551339,551345,13,-,RPL13B,551342,551242,551442
189,104284,104290,13,-,ATP18,104287,104187,104387
190,605162,605168,14,+,PBI2,605165,605065,605265
191,559373,559379,14,+,NCE103,559376,559276,559476
192,112771,112777,14,+,CAF120,112774,112674,112874
193,89624,89630,14,+,CAF40,89627,89527,89727
194,733902,733908,14,+,BIO3,733905,733805,734005
195,116643,116648,14,+,YNL277W-A,116646,116546,116746
196,559373,559379,14,-,IDH1,559376,559276,559476
197,301470,301476,14,-,RHO5,301473,301373,301573
198,56026,56032,14,-,KRI1,56029,55929,56129
199,634000,634006,14,-,ATO2,634003,633903,634103
200,733902,733908,14,-,BIO5,733905,733805,734005
201,743789,743795,14,-,YNR061C,743792,743692,743892
202,776971,776977,14,-,MAN2,776974,776874,777074
203,304417,304423,15,+,PLB3,304420,304320,304520
204,304465,304471,15,+,PLB3,304468,304368,304568
205,253820,253826,15,+,RPP2A,253823,253723,253923
206,79798,79804,15,+,RPL25,79801,79701,79901
207,48762,48768,15,+,PSF3,48765,48665,48865
208,494767,494773,15,+,ECM3,494770,494670,494870
209,759667,759673,15,+,DSC3,759670,759570,759770
210,1073970,1073976,15,+,YOR389W,1073973,1073873,1074073
211,288271,288277,15,+,YOL019W-A,288274,288174,288374
212,637029,637035,15,+,YOR161W-A,637032,636932,637132
213,637029,637035,15,+,YOR161W-B,637032,636932,637132
214,315669,315675,15,-,TOP1,315672,315572,315772
215,304417,304423,15,-,HTZ1,304420,304320,304520
216,304465,304471,15,-,HTZ1,304468,304368,304568
217,253820,253826,15,-,RPS15,253823,253723,253923
218,79798,79804,15,-,YGK3,79801,79701,79901
219,48762,48768,15,-,PEX11,48765,48665,48865
220,461703,461709,15,-,NRT1,461706,461606,461806
221,745699,745705,15,-,SAS5,745702,745602,745802
222,836807,836813,15,-,TPO4,836810,836710,836910
223,891929,891935,15,-,MCH5,891932,891832,892032
224,969339,969345,15,-,YOR343C,969342,969242,969442
225,1015166,1015172,15,-,PDE2,1015169,1015069,1015269
226,464121,464127,16,+,CAM1,464124,464024,464224
227,455543,455549,16,+,LEE1,455546,455446,455646
228,383135,383141,16,+,YDC1,383138,383038,383238
229,641502,641508,16,+,GLN1,641505,641405,641605
230,677033,677039,16,+,FCY1,677036,676936,677136
231,677033,677039,16,+,YPR064W,677036,676936,677136
232,681473,681475,16,+,ISA2,681474,681374,681574
233,681503,681509,16,+,ISA2,681506,681406,681606
234,687986,687992,16,+,YPR071W,687989,687889,688089
235,732156,732162,16,+,PRE2,732159,732059,732259
236,931253,931259,16,+,YPR196W,931256,931156,931356
237,464121,464127,16,-,DIG1,464124,464024,464224
238,455543,455549,16,-,LGE1,455546,455446,455646
239,453507,453513,16,-,SUR1,453510,453410,453610
240,453617,453623,16,-,SUR1,453620,453520,453720
241,586231,586237,16,-,CMR3,586234,586134,586334
242,666693,666699,16,-,NHP6A,666696,666596,666796
243,677033,677039,16,-,JID1,677036,676936,677136
244,732156,732162,16,-,RPL11A,732159,732059,732259
245,821796,821802,16,-,NOC4,821799,821699,821899
